"Comp-APC-A","Comp-BV421-A","Comp-FITC-A","Comp-PE-Texas Red-A"
79.9961,51.0809,-10.6885,39.9545
34.7698,89.672,94.0288,128.549
30.395,83.5135,69.1772,121.677
74.6203,137.587,165.033,163.885
13.4382,82.7589,-10.0365,94.9229
47.266,66.7722,28.9072,158.222
13.3754,39.4727,-16.241,77.559
12.066,72.1222,4.88102,40.499
28.8408,99.023,-80.548,63.094
24.0804,48.5295,-96.6771,62.575
29.0707,162.824,-5.11314,116.673
3.4781,93.6276,100.186,112.445
33.5686,93.3137,-74.2349,73.3479
23.9929,36.7303,73.2219,41.8652
76.2442,113.241,136.669,163.268
24.2119,103.098,43.3491,102.731
174.437,83.8907,54.2773,71.5333
73.7525,94.569,93.7123,128.412
29.8216,50.8895,-38.4255,51.4889
35.1494,74.5156,139.258,92.4584
47.0014,90.6768,-2.21655,114.582
53.4969,135.78,4.72,129.365
5003.84,492.615,-91.0657,49.6452
-1.30425,133.163,77.5524,99.1049
26.3603,68.2393,-22.5271,89.1856
63.3055,145.991,102.244,124.763
25.3241,159.474,-70.1141,70.4368
2579.07,169.767,78.806,119.391
83.1132,71.2402,1.11762,58.8479
9.39736,73.0041,62.9099,99.7096
252.26,35.9012,15.7876,80.4537
36.1157,130.918,140.29,64.2167
39.9545,58.2247,83.1349,88.0695
11.1202,62.3071,-138.321,54.3122
47.8422,173.978,62.6037,94.206
40.4103,66.3257,-135.563,61.7703
54.1067,124.74,104.237,177.264
31.8277,119.243,129.82,120.718
18.6098,133.1,-103.732,92.302
20.6333,102.784,5.74078,92.628
29.9163,64.9223,6.77679,53.1451
77.2513,132.165,168.681,153.23
56.6626,53.3133,-9.22361,75.8789
86.6253,34.817,-93.8279,51.5745
29.9244,72.7522,165.686,125.268
28.4257,87.6617,81.3743,109.218
90.2684,246.437,314.904,238.652
46.1789,61.9243,10.9934,126.846
45.566,122.929,69.1124,134.086
33.9175,66.3257,-78.0208,83.2766
-0.371422,103.599,67.2927,83.8573
22.471,85.4622,71.9103,77.0848
33.7893,71.3012,-120.959,79.2569
32.9353,49.1036,0.369517,58.5088
5.38454,125.489,-52.1341,77.0664
15.7967,88.0387,-56.3372,58.0074
13.9069,53.4409,11.0711,91.5185
8.12395,82.193,-8.22765,76.9138
32.4203,46.5523,-58.7117,42.7036
3.07193,43.2357,-49.8156,66.3121
52.7837,156.06,249.305,202.525
58.2666,112.74,93.0452,147.229
22.6627,78.9219,31.8368,86.2161
38.6318,59.6918,50.2161,88.9636
-10.2195,28.6308,-76.2114,30.3009
82.5153,81.2495,56.9929,113.316
32.9765,91.4931,-27.4851,151.316
45.1023,61.0951,17.719,112.561
44.2847,151.836,42.7466,99.941
26.6978,139.331,-75.281,27.3505
28.2737,78.2296,43.5032,59.1628
40.5473,96.7651,60.0211,101.326
10059.7,1233.09,195.996,78.0953
35.7007,70.7909,37.0698,110.321
20.7814,111.301,-25.2015,124.858
50.9722,88.1015,11.5205,62.9391
16.0169,62.7536,-44.8959,45.7177
47.1422,46.361,30.7852,92.8506
45.4828,89.4835,-4.39531,76.3714
67.2785,101.28,22.2453,121.757
27.0438,73.508,-37.0622,61.9329
22.136,65.1137,57.907,65.6263
17.4591,41.1947,-139.521,55.8557
31.129,83.262,-26.9906,119.233
20.2407,46.0421,-20.923,63.2232
33.9451,65.8792,53.2903,122.803
28.3085,68.4945,128.126,79.6361
31.9322,87.913,108.892,103.016
36.0273,92.2466,-4.44994,80.1273
29.4229,56.1198,129.528,132.306
6.40554,93.1882,38.6364,60.9728
37.2886,203.307,10.4386,98.2231
142.505,167.784,0.18765,100.001
30.9689,133.848,77.7006,124.854
39.311,43.9373,-77.8375,68.2677
31.4183,76.0896,19.7847,56.6554
34.3221,107.545,-7.43713,147.869
27.325,95.3848,-38.956,79.3703
64.0152,83.3248,253.92,105.983
27.7692,43.3633,-82.1405,90.8772
7.83162,86.1536,13.7268,121.564
10.1515,81.7527,-76.6761,70.6811
21.3979,98.1451,25.0744,98.946
31.3349,45.0853,-88.4031,84.1803
-0.765857,64.731,8.18725,50.7366
56.3468,80.7463,58.6192,104.883
51.1201,77.1597,-53.2932,83.02
45.599,55.6733,-65.4547,63.4599
12.9803,49.8052,4.3086,42.3564
47027.4,714.059,-104.956,80.2824
27.1414,60.0107,-38.3631,111.941
29.2956,66.9636,-14.0853,103.85
28.1438,36.6665,-83.5118,85.7691
208.346,88.981,26.0472,139.161
35.6138,88.2272,-28.4611,83.4691
40.7829,65.3051,-93.2819,87.3148
51.1177,70.7271,-101.714,83.2925
33.4766,116.118,176.325,77.4864
42.7242,35.0721,-43.807,66.3797
63.4988,98.3332,63.5117,79.2534
-22.7021,-8.04134,16.7945,88.7123
56.1469,60.84,83.0905,145.355
28.7425,57.4593,-44.2277,67.9274
29.516,106.606,73.6835,134.13
-1.23332,35.1996,-176.897,85.498
22.4017,124.241,27.8351,84.7877
51.2606,108.171,-48.0482,85.6754
43.1377,78.8589,-7.67675,81.3043
59.2856,52.9944,-80.3893,76.62
7.07518,116.18,-39.4069,132.598
6.5435,77.1597,-11.8073,88.2353
22.8466,69.0048,-25.0665,84.0354
38.8828,74.8304,49.8898,73.2417
12.4402,72.6262,-75.1013,84.1082
28.0717,64.3483,-77.9629,75.5267
43.0466,61.0313,-35.0428,127.95
49.4441,99.8382,109.104,141.421
41.3667,121.555,35.7281,77.2266
62.1659,110.55,-124.084,89.1392
14.4877,75.2712,106.189,118.266
8.40918,69.3238,39.7673,87.8137
49.9111,168.404,-74.8027,144.319
48.8883,103.474,76.0041,136.225
35.1795,31.6919,150.056,119.544
32.6794,96.3887,33.1988,111.292
9.71426,36.9216,-82.5374,46.2451
188.75,117.993,23.0117,141.66
23.1507,162.762,30.3138,117.189
17.426,110.55,-52.4035,108.21
14.698,60.3935,-87.0607,82.7299
18.8731,94.8828,-60.4545,111.727
31.4628,74.8934,-20.2935,94.3207
21.4425,92.8116,-23.1885,112.252
43.2643,79.4881,-45.3964,91.5852
23.6674,7.20481,18.7405,5.01002
0.114782,44.6389,-85.2292,17.6666
5.12067,61.6692,-105.244,75.9635
13.7612,79.7398,-43.2561,77.2835
78.5789,122.804,177.873,143.511
21.3664,28.3119,45.0355,47.6822
21.1057,65.1137,58.3165,52.3093
45.5906,49.4863,70.5423,94.8338
28.9696,258.159,93.0916,60.9529
16.8457,19.5753,-1.71337,75.3291
226.35,86.405,8.09328,112.987
50.9797,123.616,42.3197,68.186
24.4145,127.986,77.6947,92.3974
38.406,45.4042,-48.944,34.9304
29.7474,78.9219,-73.0294,77.9898
56.9716,246.498,91.4465,126.77
27.5359,125.739,48.4033,110.717
114.801,70.5358,-39.2337,82.2336
33.8797,90.3,8.98558,93.5556
39.9632,80.8721,65.0431,111.444
4.65098,123.304,125.342,128.151
41.3855,84.708,91.606,123.834
26.5447,546.656,1531.12,129.554
54.6037,110.488,97.6942,97.6941
3888.87,598.576,1482.63,141.286
21.2004,48.5295,28.2356,60.0407
4.49939,32.2659,70.9837,59.8125
26.0687,159.474,-8.2874,91.1612
8.25742,67.6015,-75.398,49.914
26.1397,101.531,-11.0988,95.446
60.5261,95.3848,14.4131,103.02
56.1157,133.973,207.334,100.13
11.8429,115.93,54.1019,89.6276
28.2955,82.4445,19.2963,93.2546
49.1258,102.659,39.0066,85.486
47.0823,81.2495,-37.5567,99.5137
31.3821,81.564,178.103,133.712
7.19672,117.618,39.6918,106.924
15.6953,82.3187,-75.665,57.1107
45.3743,93.3765,-133.244,118.863
29.2896,66.3895,-151.613,25.3997
32.0809,131.791,10.2461,141.272
31.104,100.402,-11.1148,79.412
32.3029,96.6396,-31.5493,80.0852
56.4001,117.931,32.2757,117.227
15.977,101.406,-65.4648,44.0612
6.22289,80.2431,-0.659881,87.3525
13.9477,83.4506,93.4602,105.247
37.2112,137.774,131.255,131.17
45.2717,149.411,123.917,105.911
83.5828,167.412,-22.5346,108.425
35.793,94.1297,37.9062,136.586
24.7171,89.4207,-27.8777,89.1972
282.572,131.042,79.9136,158.325
17.3713,65.8792,-37.5578,83.8693
29.9906,54.4614,-13.6493,105.746
19.5159,112.865,47.5711,82.9006
120.347,127.112,260.618,179.216
44.3361,62.4346,-13.3226,75.9652
42.2707,131.916,31.7202,110.682
15.3633,99.2112,-87.559,124.422
0.0911461,79.614,-109.941,62.881
54.7324,99.1485,17.7475,59.0466
67.7635,130.855,-0.418457,109.893
47.4285,44.32,-25.6374,54.9555
9.67147,89.2951,-78.2682,57.0838
12.7404,56.3749,30.5245,69.006
30.6365,93.5648,50.4804,100.92
119.642,103.787,2.60925,67.4983
29.7118,99.462,4.4962,167.158
88.4266,65.7516,-47.9046,30.8528
25.2031,73.0041,-103.453,53.4542
34.1065,133.038,131.737,117.044
38.0627,124.865,-6.89152,79.1588
0.555345,19.639,-92.3582,17.3874
36.677,74.1377,-15.1212,111.399
19.9773,32.5848,17.9341,104.662
19.5735,69.1324,25.7775,113.011
4.00562,71.3032,14.7128,78.17
29.3493,906.931,224.808,79.6288
18.2937,51.0171,97.5627,115.257
15.4032,60.2659,-13.3983,83.4744
19.2384,53.1857,2524.62,10.286
41.8517,106.731,-20.8634,132.895
27.6238,68.1756,73.5306,100.941
22.704,95.322,67.1195,87.7137
16.2028,102.784,45.3503,73.7456
57.0857,167.35,86.3608,83.6594
62.1487,73.1931,-13.5895,91.0447
25.1645,104.351,6.34866,100.347
40.6152,107.295,-32.0864,93.7805
45.2505,119.993,197.59,169.133
18.7835,90.8024,41.2568,79.0892
23.2588,49.6776,21.3377,62.5807
25.8601,43.2357,126.417,71.7449
2895.4,445.242,-10.5647,57.3848
58.6827,129.608,203.432,155.785
7.06432,46.6161,8.13415,42.5359
22.1939,104.226,62.1013,101.794
21.9452,70.472,62.0556,111.163
34.5748,52.3565,28.4321,107.615
35.0717,88.6041,24.9004,101.093
7.44436,80.2431,16.1954,73.3237
29.9257,99.9636,137.488,88.6162
62.0604,87.913,42.4137,70.801
31.1781,116.931,165.164,186.814
21.5572,107.671,-55.9068,81.2509
268.301,133.786,360.556,173.684
31.312,101.782,-40.0442,104.99
42.6331,98.5841,-51.6086,52.1586
41.8738,122.492,99.9828,112.177
30.0527,52.6754,-88.5599,62.3261
10.2346,43.8735,10.739,49.2789
2641.25,167.165,-31.493,71.2898
869.069,125.239,30.5678,127.78
11.0165,66.5808,48.9388,126.686
47.6027,39.09,40.0536,78.2057
15.6767,53.9511,2.60309,65.2573
1.2996,65.5602,96.7765,80.7112
120.077,62.1795,-18.3701,90.4351
42.5096,60.7124,-19.9502,71.9735
23.995,90.928,-15.4266,108.571
25.6374,141.946,-36.7051,120.83
35.8873,80.4318,-0.781309,71.3295
19.2521,55.7371,40.6068,100.048
13.8713,84.205,31.3013,113.729
46.6519,76.2785,-0.458784,74.292
15.155,90.3628,-42.611,56.286
36.3067,100.465,-54.4682,79.5119
4.65933,54.0149,-15.2112,60.2946
30.1887,71.2402,3.03412,77.6458
33.6663,74.8304,-134.696,80.7573
36.5965,54.3338,-24.3199,77.7374
28.2605,78.2296,19.8055,78.8866
100.016,61.9881,-36.0688,39.2621
7.78724,66.0705,8.9129,71.7333
35.3064,56.8852,8.43885,93.2735
31.3644,62.3708,18.7788,80.9097
609.62,91.4303,101.464,54.1268
39.4503,58.9902,-28.3534,58.8774
25.2885,76.3414,-56.767,80.4751
37.2693,60.2021,38.5147,76.0147
44.3677,116.555,40.9566,66.3682
34.8271,87.5989,33.0746,122.187
35.2561,52.8668,-47.9551,68.4342
45.3913,108.109,-36.3964,129.151
58.3241,86.9706,17.8384,61.7139
79.9302,82.0672,68.9643,107.161
25.2738,51.0809,44.2358,39.5092
55.3581,62.4346,-7.06963,62.5632
24.1901,77.5374,37.262,74.7254
12.6297,98.0823,-69.6702,75.2205
88.502,126.488,136.983,124.113
-2.13527,94.1925,-73.4529,76.9119
25.1143,100.528,84.2018,93.753
15.402,85.4622,35.3351,47.1027
21.2876,50.9533,439.777,62.5255
21.5651,929.495,-33.1788,104.719
22.9911,41.2585,-62.0347,61.8922
96.3766,67.4101,101.573,103.448
15.0954,98.8349,-67.139,62.914
22.5899,87.7874,3.19804,76.0484
40.9278,109.611,21.013,119.91
64.4632,149.909,198.526,116.29
24.169,39.664,9.84538,95.3238
22.6025,88.981,87.8271,111.159
23.0942,83.7021,30.5831,44.3566
22.9179,113.741,109.129,106.542
43.0776,87.913,43.7586,87.9795
32.7972,91.8699,133.967,159.064
66.9054,66.7722,-23.9958,79.1614
45.3637,59.1177,-15.1174,65.2566
17.9082,75.4601,15.4143,91.1503
43.0904,148.044,51.6002,159.597
17.769,82.5074,70.6798,88.3609
60.5469,95.573,62.9766,100.71
26.1158,69.7703,33.6895,67.6697
11.3818,55.2906,-45.1545,98.2685
7.17854,57.7782,-56.1465,66.3524
8.30021,73.319,-33.7961,39.0757
65.4615,74.3267,21.4528,89.4564
43.7508,81.6898,22.0538,134.909
25.518,103.536,123.239,158.441
49.1582,35.0721,-46.7467,33.1985
35.2927,164.747,113.31,125.23
42.8267,46.2972,-60.3046,91.5202
9.22086,46.5523,-24.8556,88.8972
32.5875,54.2063,25.5966,84.9889
13.6323,75.586,-48.3123,67.2738
28.8233,56.3749,13.411,58.9518
59.3822,91.1792,27.1353,78.0551
52.4836,155.377,221.84,95.8735
80.8076,69.8341,-37.6149,147.408
125.154,85.4622,-76.2353,72.6378
18.2812,69.26,-1.96234,49.7058
68.1385,58.9264,66.1732,134.265
4.47193,23.2739,-35.7739,93.2853
18.8409,83.765,-111.542,109.218
26.622,131.791,139.08,133.137
39.9985,188.445,-18.3072,113.614
21.4095,92.8116,59.1129,79.4117
321.752,104.1,-48.2344,77.4456
31.7005,62.8811,88.208,122.683
54.3977,98.8349,10.3368,71.8903
4.81313,91.3048,-5.37912,85.7962
26.1009,130.294,74.2324,105.841
43.4513,1683.46,64.0998,89.066
-7.35888,12.3059,-126.735,39.8757
29.809,54.8441,15.1718,77.2394
6.82343,9.88283,-116.712,38.879
40.5307,109.987,-83.0092,42.3016
54.515,81.9414,42.5592,52.7658
54.0938,58.4161,-76.5523,69.1308
32.043,92.9371,169.58,102.88
27.4747,74.7045,17.0998,74.9095
25.6196,75.8378,24.4881,61.9429
18.2451,72.8151,-10.8084,53.7101
30.0816,35.1358,-87.4655,4.34403
19.6166,48.0193,31.3624,71.7195
26.6593,119.431,126.611,116.825
-8.27979,71.1142,-41.2111,66.7368
24.398,71.8702,-3.37828,75.9667
55.4698,96.7023,85.886,123.194
84.1552,59.8832,-47.0917,62.7758
4.57428,46.2972,-95.7313,75.8293
15.6009,73.0041,-63.2641,85.8569
28.8326,127.424,97.3868,124.869
35.8334,130.419,97.6235,174.707
28.5746,93.6276,116.63,86.5832
25.249,102.283,36.5447,127.466
45.6178,108.86,186.934,67.4641
43.5098,108.234,84.7714,88.6572
10.4035,115.68,27.4049,67.0202
9.74647,100.214,-48.2107,91.3435
14.6316,83.262,2.67223,84.0247
10.745,-6.66111,-30.0987,59.4926
33.2067,71.0512,22.2802,58.783
14.8761,64.6672,-34.8589,50.7651
38.554,106.794,53.0562,140.214
22.1501,92.6232,68.6469,88.3983
17.5341,119.118,60.2391,120.548
11.5659,45.468,-32.0066,59.5559
26.9818,78.8589,73.7984,99.2467
28.7821,122.742,53.8071,118.301
28.3761,92.9999,-10.5137,41.6964
68.9405,95.573,-33.1676,57.1522
36.9963,180.536,84.6503,88.0902
57.0467,74.0748,4.34618,94.0736
35.9788,57.5231,1.09615,67.2554
5.57982,54.8441,-25.1236,67.5373
31.7251,150.655,-18.8477,83.4282
31.6216,70.6633,129.785,76.6756
49.2117,108.234,-31.5908,69.8554
44.4325,51.5273,66.7825,71.3387
25.0546,98.7722,-87.2542,69.9554
379.895,71.3662,107.869,107.979
43.0697,47.8279,-97.4756,64.5132
16.345,102.784,3.39229,118.795
44.5332,64.731,-78.2214,96.677
3.52042,41.8963,-15.1609,52.9847
-2.06257,68.7497,14.3087,68.8335
24.102,87.913,17.4327,114.945
26.5198,75.4601,-79.0273,89.729
34.6055,89.6091,53.4196,158.984
11.1122,71.1772,-94.6665,55.2097
37.098,67.7928,68.0236,125.488
8.0776,25.6972,-48.1235,51.6411
21.2565,105.165,57.0392,65.9777
34.7944,60.1383,62.8216,113.65
20.4593,80.4947,40.1781,81.5312
99.2565,38.9625,38.4597,93.7781
9.74526,81.1238,-104.196,103.647
1024.34,159.164,49.7685,100.415
-32.3135,75.523,-77.9503,68.631
61.6805,34.0516,-35.1247,76.9481
40.5931,56.6301,47.266,114.491
18.4312,340.784,-15.9226,51.2925
27.9002,93.7531,39.8037,118.917
61.1184,78.0409,40.6609,91.3241
41.9491,91.9326,185.952,122.07
21.0976,81.1866,-15.8208,83.6389
215.225,64.3483,44.4851,74.4928
126.747,102.91,31.8378,103.371
39.7626,59.3091,-65.1458,91.1334
11.8939,57.7782,-15.9105,59.6226
55.194,130.232,239.951,178.196
7.14498,50.8895,-48.5057,70.0808
33.9684,69.7703,-28.366,77.6194
1.65677,71.3662,-54.4687,89.6989
18.2648,54.3976,-40.6319,39.3511
4.42947,93.251,-98.321,43.2447
28.8253,37.1767,0.337093,64.8201
34.5726,48.7209,71.0523,126.115
30.1862,111.113,-23.7091,120.527
59.9344,149.536,353.34,138.444
45.0123,111.301,96.8261,110.391
22.7752,62.0519,-21.3984,116.31
38.6367,90.4256,-20.5061,124.936
31.673,46.5523,20.2972,58.7938
41.1617,73.508,66.8917,63.491
94.6078,98.7722,-74.0323,144.749
12.5249,89.9232,11.9858,92.9569
4.16334,98.0196,93.7279,109.32
52.9457,136.528,61.5556,190.615
48.3365,125.052,9.26603,94.0665
46.8125,99.462,-27.3543,74.7051
36.8628,55.9285,26.6969,72.4963
49.9647,26.3349,-0.583931,53.1428
169.778,198.933,-6.09727,101.237
24.0683,81.6898,-102.425,45.6614
23.9429,87.913,73.9279,65.6827
-5.15367,58.5437,-54.1266,45.7969
45.8113,37.368,-132.269,64.2179
14.2496,115.117,-44.9017,65.6125
4.8679,132.29,21.5163,85.7958
72.1008,111.489,113.914,138.021
36.964,73.5709,31.3736,79.5073
23.6281,105.103,-36.0479,106.741
9.67884,55.3544,-48.8987,50.1802
20.746,73.6969,-13.9173,80.098
29.2788,144.374,158.647,142.237
4.70059,83.0733,-16.4813,110.47
245.221,122.554,-19.3076,75.7315
38.9957,41.8963,12.1993,103.307
33.5742,59.4367,18.0688,72.7265
19.4122,13.071,-28.4838,57.9131
14.1279,126.425,-38.2436,91.3129
19.4589,137.463,-73.0642,101.406
-1.75135,94.569,-71.3845,51.4338
40.2241,126.301,-36.481,88.5441
32.1104,61.5416,68.8694,46.7096
-0.877774,97.9569,16.3358,74.6247
10.411,98.7095,-64.3912,72.2673
37.3665,148.355,99.4479,144.34
39.8467,126.613,21.0296,136.558
22.2196,105.792,228.678,117.195
35776.3,1499.23,104.549,84.5706
47.248,57.1404,-111.743,56.7517
14.3714,117.243,63.9256,137.277
32.3286,1891.52,25.7684,71.1472
26.0095,64.9223,6.20842,73.4008
55.5688,201.213,73.8466,166.977
39.6533,72.3112,100.929,145.875
27.9544,62.4984,-51.4749,118.984
25.1618,79.9914,60.2363,106.73
48.1614,164.685,306.571,229.171
18174.9,253.888,238.772,157.671
70.0222,84.2679,-45.1596,51.0004
16.732,38.6436,40.9831,87.9597
20.5543,63.3914,20.4506,101.398
32.713,94.4435,29.7607,83.2169
43.2178,83.4506,218.141,84.5739
7.09569,58.4799,92.4483,93.8111
5.3606,21.6159,-51.641,55.3881
142.074,116.305,-44.8083,106.455
64.8284,84.708,150.448,147.79
57.2402,141.386,47.1502,115.188
71.0446,76.1526,-30.3362,63.4199
14.5965,60.2021,-130.38,39.2388
16.8765,29.2685,-46.8254,53.6506
29.3488,101.406,-60.6723,116.197
34.5599,186.222,-8.20957,139.702
7.24174,116.43,-48.6265,83.6677
24.464,76.9709,11.5191,117.315
24.308,25.6972,9.18015,104.224
170.243,82.6332,125.639,96.6128
10.3672,93.0627,-116.621,52.7987
25.3191,35.1358,13.7791,70.9892
35.3947,57.0766,-12.9628,53.0377
62.4893,28.7583,-6.84895,41.1815
10.0691,88.1015,-44.2364,79.8319
-4.51905,38.0058,-25.5354,49.7273
27.5443,102.22,87.993,85.4328
57.632,60.0107,-24.3226,102.089
28.8606,43.3633,30.0355,54.8093
36.4114,126.301,6.94772,134.825
1.87463,42.6617,14.0716,65.492
43.4695,88.8554,-3.05787,74.8666
16.8303,84.3936,68.5671,83.1237
51.0852,214.812,426.17,141.679
29.8312,144.436,-122.661,105.204
24.811,77.7891,-24.0661,97.019
10.9731,97.3297,3.29343,76.7511
40.4007,114.93,-19.7866,44.5806
13.8663,48.4658,-24.5693,71.6907
14265.1,256.695,50.6057,63.8114
10.8028,69.5151,-49.611,53.0718
68.6088,90.9908,43.287,118.022
37.3739,62.7536,90.8789,33.9712
114.758,103.16,135.257,110.785
15.6794,86.8449,55.3347,95.3832
42.2405,67.1549,-33.6312,28.8292
8.91096,65.8792,-111.219,56.3988
44.8944,90.3,-104.971,80.8831
52.5341,117.868,61.9762,84.1681
30.9865,84.3936,67.5399,68.1189
15549.8,180.845,-6.87078,83.3419
52.0204,151.152,137.607,110.817
67.6909,71.6812,21.6737,63.9266
10.4433,92.3093,32.1149,80.8517
38.6771,107.545,16.1631,83.9245
40.7616,123.803,11.2507,126.207
31.6983,85.4622,18.0213,110.756
43.7977,121.867,-73.8889,123.614
42.6703,111.301,-18.3944,90.6367
15.0174,40.0467,97.8475,83.7495
23.823,91.1164,-22.9739,103.345
28.9675,60.0107,61.4859,91.6172
37.4379,76.3414,96.5471,93.8028
4.26641,95.1338,112.72,134.375
30.8759,34.4343,116.671,116.931
28.979,90.8024,-76.4629,59.9172
29.7441,90.6768,16.0149,72.27
59.8443,54.5252,171.057,136.283
6.77266,73.9488,-31.7664,105.366
9.57868,85.7137,-60.1745,79.5627
-4.50097,41.3861,-18.4979,36.2661
36.1549,64.0293,119.705,65.9424
57.7836,56.2474,-108.917,60.8893
70.3748,45.9145,1.53811,107.839
21.1943,86.8449,61.3738,109.405
28.8283,141.884,112.287,131.431
35.4248,103.662,77.3408,67.9497
12.8503,72.3742,-43.0652,111.566
51.9861,72.8151,119.45,138.972
56.4152,112.803,142.844,133.807
27871.3,442.532,-33.945,102.379
-12.2424,113.866,-29.0468,106.178
6.90606,22.0623,-85.1102,29.6978
21.8575,37.368,-115.381,47.8859
45.8024,50.1241,1.08273,83.4659
29.3128,46.1696,36.5186,126.287
25.7777,106.982,-22.4892,93.0682
29.9081,44.0011,-61.3604,47.9676
24.1756,98.6468,-86.1928,64.1622
27.8065,82.7589,-76.1548,74.562
19.0097,101.656,34.7495,102.632
428.757,146.116,40.6752,130.389
6.4202,40.6207,-16.5463,41.0908
42.8741,113.866,-40.6599,104.502
-8.74121,68.5583,-45.3636,72.1942
26.8509,86.4678,8.71794,65.11
41.6827,80.3689,10.631,84.7209
33.2853,64.0293,59.5042,80.4873
24.783,121.617,17.228,57.5303
23.3471,91.6187,239.031,101.446
12.1123,60.5848,-7.0663,53.6149
666.026,1794.66,390.321,34.2646
-20.01,21.4883,-92.5157,58.7413
5.49788,93.3765,46.362,82.7262
10.3002,56.5663,-64.972,66.3305
20.1462,62.2433,-39.8457,85.8932
30.2447,18.6187,-14.3888,77.5091
63.2601,143.627,-97.9173,93.758
27.4595,98.3959,2.70664,137.455
17.5916,72.5002,-13.7154,53.3004
28.7376,48.402,53.5106,68.4798
30.12,103.599,186.447,115.717
22.6767,69.0048,116.885,96.83
16199.9,1060.14,230.289,80.1973
93.3088,63.3277,42.0933,103.945
33.1572,70.5358,-22.1619,94.7168
12.896,88.6041,-100.592,63.896
32.4521,88.3528,138.496,124.37
56.2974,142.756,194.042,165.156
21.7227,100.967,112.172,105.465
20.9471,44.6389,-92.8346,57.7643
91.5846,93.0627,16.6261,92.4034
17.1919,113.428,109.86,103.799
19.8468,92.686,-12.5766,113.077
112.466,112.74,0.930779,127.532
16789.2,1611.81,36.2137,163.875
4.70763,72.8151,44.7841,121.856
29.0632,96.8905,-49.0149,74.8984
44.5295,81.4382,74.9954,145.774
34.2617,92.7488,69.6564,118.06
53.9508,71.6812,34.5639,91.1021
39.6777,98.0196,-63.9952,112.735
52.4227,86.7192,262.2,114.815
39.7225,67.4739,-84.7758,65.158
25.9914,64.731,18.2679,75.4032
34.1942,126.738,40.1813,174.248
9.52722,44.0011,121.765,67.0263
31.9463,74.5156,80.2862,89.2827
22.3713,99.3993,-18.6433,94.2483
37.5195,101.029,161.257,72.5608
26.4942,105.854,83.3773,80.3985
5177.31,575.957,-27.6088,50.8825
-2.37799,31.4368,-143.895,63.7958
41.4897,85.148,-46.0821,63.5577
16.504,51.336,-97.7334,34.1863
59.867,109.611,19.9602,122.147
17.6848,89.2323,32.909,103.795
51.8862,69.3876,-10.6688,70.9413
26.6751,44.5751,28.8387,48.1283
15.8856,77.915,86.9681,96.8095
49.7266,91.3675,441.991,85.6861
214.501,91.242,-93.7446,55.9261
29.3031,154.631,85.8499,121.278
62.3186,165.739,48.0376,126.259
27.2401,54.4614,-17.7395,94.8942
36.8994,79.9914,-5.74352,62.3472
6086.42,302.986,12.4601,46.9694
37.7823,74.6415,24.9414,85.974
20.0718,100.152,24.4394,88.0725
51.8776,94.0042,49.4796,90.164
24.3344,69.1962,36.2062,119.552
42.1592,123.991,57.7549,98.7327
109.802,123.117,25.3028,173.585
-1.23915,46.1058,0.0975436,68.9658
56.9252,43.5546,-76.0289,64.9686
10.5005,79.1106,4.39979,135.345
77.6306,56.6301,81.6276,81.131
60.0269,83.8907,46.3911,134.255
22.1541,84.5822,133.991,106.208
22.6532,41.4499,-29.0565,62.9302
5.81309,-6.6011,-68.3921,59.8723
73.2824,79.9285,65.4146,132.675
18.8896,35.3909,10.0324,73.3816
34.4287,70.2168,-19.7272,62.9858
45.7718,99.023,-25.8394,86.8714
55.7834,123.803,23.383,64.01
22.3689,61.6692,-31.1097,94.5203
18.3973,34.1154,37.5351,73.316
9.16507,59.947,-58.4044,70.7571
899.575,554.387,61.1198,88.2439
25.0047,66.0705,12.2337,93.7538
18.7427,57.7782,28.1342,71.4495
13.9391,86.0279,33.5281,94.0353
106.486,86.9077,47.4769,137.105
27.2928,97.3924,20.3548,137.727
144.12,97.016,181.844,162.995
21.6937,22.5724,-77.6555,78.2508
5.47669,57.7782,-74.0128,127.672
35.481,107.357,-154.953,110.39
12.2127,60.2021,25.1947,72.876
22.8501,72.6892,40.63,77.5608
145.986,106.481,65.4875,103.44
35.7976,96.7651,60.8015,93.4742
-3.97087,47.7004,-52.4647,74.7154
66.7845,92.8116,41.3916,116.612
17.1986,104.664,103.984,103.052
8.22661,75.586,-12.4267,71.5921
9.52326,82.3187,46.5224,122.229
19.7787,69.5151,-63.3106,53.6993
77.6478,81.3753,60.6917,139.13
193.513,65.0499,24.0902,74.99
7.17038,55.3544,-83.7088,61.1745
14.3653,125.302,-25.0742,89.2696
10.623,86.9706,-50.0109,54.7989
49.1891,120.43,22.5394,114.973
4171.65,253.644,-83.8414,61.5297
-6.24172,66.3257,-54.0668,63.6157
16.7914,66.5808,85.8433,63.1093
22.2938,90.3628,3.24067,115.026
2.58811,108.422,-66.4107,83.5641
5849.64,400.583,36.0061,77.6907
12.3687,136.84,363.059,55.5461
26.8282,23.1464,29.9074,49.3698
27.778,66.2619,1.76437,77.7309
18.0952,84.3308,-28.8637,88.6309
11.8205,91.6815,-60.7581,61.6943
3947.99,205.093,86.5262,169.508
19.7062,113.366,74.4629,86.1006
61.3644,157.55,131.794,154.15
29.5867,126.925,7.25041,120.192
-1.67115,103.098,-48.2063,99.7871
76.7964,61.6692,-47.1172,77.9332
18.2401,63.5828,25.6613,11.6733
