"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
113607,53721.1,78.0921,9.70352,373.619,0.701377
61690.4,51321.1,19.5659,32.2823,260.691,0.703577
27472.6,51608.9,44.3652,34.3951,239.511,0.707709
53633.2,45515.4,45.815,35.9137,230.921,0.709224
64722.3,36740.2,14.1305,2.57432,168.176,0.710629
65126.7,48708,39.0321,-0.807664,225.022,0.710776
62706.3,35206.4,59.9779,25.0197,133.805,0.711314
73874.5,34186.9,29.4022,-10.4375,138.417,0.714529
86407.3,52022.7,5.84861,15.7109,195.446,0.715691
87477.5,48154.6,53.323,18.7477,264.933,0.716556
49703.5,25792.2,33.9582,4.48859,144.034,0.720961
78056.2,41215.4,54.4104,35.3195,191.516,0.727059
107213,65464.8,108.552,100.245,513.542,0.727374
78435.3,85460.3,50.6305,33.6028,370.7,0.727606
93274.7,43850.7,41.8799,40.0735,244.972,0.731513
122827,73853.8,37.4271,30.0374,335.709,0.733804
35239.4,46980.2,86.4373,14.6546,184.937,0.733836
53530.3,31194.7,27.7972,15.5129,127.025,0.746318
32140.9,30395.8,44.7276,27.9247,144.25,0.747789
83081.6,61176.3,33.3887,10.8258,264.65,0.754365
67995.3,40074.6,24.7428,21.3885,129.911,0.754664
61352.4,50529.8,38.4108,52.5535,210.856,0.756601
92124.2,49867.2,47.2648,21.0584,239.582,0.757595
54463.3,37450.7,54.7211,20.5302,235.111,0.759866
25272.7,16758.6,59.6712,0,72.7924,0.763848
60342,42572.7,32.1461,14.1925,195.303,0.764159
57061.7,31673.8,69.0181,24.3594,171.259,0.767497
67624.9,49723.4,60.1824,48.5915,212.566,0.768823
71495.4,41435.7,12.4741,-2.36086,224.097,0.770134
45405.1,52723.2,38.6179,-0.434896,326.756,0.771945
105365,77979.5,84.4541,64.1759,385.28,0.773021
46872.8,75283.5,100.195,12.6082,336.408,0.777084
65011.1,32457.3,61.5113,28.5189,240.505,0.77889
55906.6,51838.1,84.8101,48.1293,251.066,0.786784
87051.7,62029,17.7023,24.2274,288.706,0.797208
105078,47523,16.8741,48.2614,242.491,0.798272
50934.6,25087.7,26.0888,21.3885,127.386,0.803305
84500.5,46761.6,22.4132,39.4793,210.5,0.805973
54629.1,27641.1,7.19436,6.99701,99.8372,0.816936
70470.2,38919.3,44.9865,17.6254,197.802,0.821926
56766,51102.2,-18.4626,14.0605,132.435,0.829408
112172,55843.6,30.1787,16.6351,254.04,0.830498
106322,62214.8,68.0995,41.5922,307.408,0.832814
46991,19619.8,54.7729,-5.71578,99.8372,0.833678
65096.8,43756.1,62.7377,31.3579,247.878,0.839653
48887.9,38526.5,48.6628,5.47875,185.081,0.841044
54014.8,26189.7,41.5174,-2.23661,157.624,0.844394
78166.2,60161.8,30.8,23.3691,169.323,0.850542
80705.7,48874.5,27.3831,11.4199,225.662,0.853376
91070.9,62420.8,35.4596,31.4239,272.42,0.860162
95546,60837,40.6372,21.0584,254.536,0.864002
50450.9,42114.5,35.2525,4.48859,193.088,0.866686
67271.8,32904.1,35.615,11.75,177.421,0.868199
121314,49291.1,38.7215,58.5628,329.905,0.87157
55138.4,46854.7,87.149,26.7362,219.686,0.873938
74884.3,48629.6,39.757,54.6006,206.508,0.876164
72220.3,34951.1,37.0129,1.38616,215.629,0.879136
90719.4,85022,89.4867,66.0911,419.65,0.880267
80245.1,51106.6,44.5723,39.2151,259.418,0.881015
73591.3,51656.1,8.12605,4.09253,174.269,0.881528
78902.9,44404.4,30.9036,25.4818,189.443,0.883071
77850.6,74397.3,53.323,39.4132,299.189,0.886813
97811.4,65779,54.6176,58.5628,263.731,0.888685
97233.8,77019.5,34.5795,20.7283,371.465,0.890182
58775.5,41486.5,40.9996,16.9652,162.651,0.890456
112177,58807.3,21.6884,17.4934,269.242,0.890621
108095,52934.3,64.4235,30.7637,276.936,0.894549
82349.1,40020.3,28.522,13.6644,196.803,0.895582
74429,33658.5,73.8121,49.516,195.731,0.899535
43198.9,23328.3,17.0294,2.31028,117.42,0.904225
73759.8,62213.1,14.5446,7.98719,233.478,0.904249
39513.7,21251.9,22.4649,3.63046,69.4095,0.905684
61996.1,53706.3,508.009,38.5549,172.334,0.91484
44041.5,21169.2,44.6758,17.0973,146.337,0.94028
82282.9,78725.1,73.2514,14.2585,321.925,0.943104
63098.6,28636.1,44.7794,7.39308,183.793,0.948948
35710.7,21463.9,41.3621,29.7733,110.769,0.949953
45070.8,30850.5,15.7352,16.9652,144.538,0.953175
70453.6,45982,46.4881,20.9924,254.323,0.960475
93998.9,47265.5,25.7264,-11.0588,257.013,0.972615
50475.2,30975.2,15.5799,0.0660073,169.682,0.980784
92081.2,35636.6,57.362,23.7652,233.691,0.984442
71347.5,49825.8,56.1192,12.8722,219.615,0.986393
75754.5,54128.2,110.07,39.6113,317.721,0.991318
122951,68900.5,73.8121,16.5031,377.231,0.99331
35745.2,16756.6,32.7674,25.8119,105.486,0.999763
53186.9,20358.4,27.3831,13.8624,106.21,0.999872
104268,61956.4,58.1883,37.6305,338.854,1.01009
81622.1,78511.7,89.0802,50.3084,396.919,1.01518
119195,60539.2,94.514,29.2451,455.818,1.01784
75705.1,42434.7,39.291,15.5789,197.445,1.01947
23956.8,24693.2,27.0724,2.37629,204.011,1.02439
61670.2,41983.9,22.4649,24.2274,189.157,1.03388
48309.8,25527.9,42.5012,10.4297,116.553,1.04003
87570.6,51799,14.7517,6.07285,256.8,1.0404
115415,64147.4,26.3994,40.0075,323.676,1.04772
48941.3,55330.8,77.8884,43.5071,258.145,1.04838
107214,43367.3,34.3724,29.9714,269.313,1.05099
116091,67652.2,79.1615,48.2614,400.933,1.05104
114707,57317.8,31.5766,47.469,321.154,1.05363
81171.3,58065.2,33.9064,20.7943,313.023,1.06124
38491.6,35522.5,19.8765,19.9361,193.946,1.06868
