"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
101896,67513.9,23.6556,10.2316,265.357,0.956085
76685.9,58406.9,60.7447,9.5715,239.157,0.957066
94393.2,60052,104.451,50.5725,374.036,0.962697
64401.7,41721.2,52.5981,25.8119,213.848,0.972204
37211.8,28192.4,14.7517,17.7574,160.282,0.977767
57336.5,25088.9,17.1847,18.3516,138.489,0.979643
83755.4,52670.8,42.8636,35.0554,319.263,0.980482
50765,33571.9,91.671,24.3594,210.642,0.981871
48284,34130.3,22.8273,12.014,246.957,0.983251
96066.5,55953,105.92,3.1684,291.944,0.986932
51214.8,41314.8,64.3724,17.1633,194.374,0.994213
89409,35450.3,34.3724,-3.1064,234.685,0.997773
97699.2,64351.5,53.1159,37.4984,259.489,0.997967
54493.8,40691.1,113.408,103.362,363.885,1.00056
78470.4,54202,39.4981,35.9137,259.63,1.00134
46891.9,37638.1,53.2713,32.8105,256.093,1.00377
81384.7,59599.1,19.8765,11.6839,266.77,1.00438
90656,60459.3,90.2996,20.7943,322.625,1.00694
90357,68097.3,103221,19.2099,297.572,1.01001
67259.6,31817.6,29.6092,31.8201,143.818,1.01142
34406.2,28435.5,64.2192,21.5866,156.116,1.01371
58779.7,38849.7,19.8247,2.50831,204.939,1.0145
64121.3,42734,45.9185,42.4506,223.244,1.01467
56457.2,34028.3,82.7245,34.5272,165.665,1.01587
80074.9,45123,23.6038,14.4566,218.832,1.01738
54390.6,41256.1,83.2841,14.9847,194.946,1.018
94463.2,70783.4,102.83,124.681,358.664,1.0208
72280.6,50337.6,19.4624,38.3568,291.311,1.02102
100976,64578.1,69.2222,24.2934,356.783,1.0211
39473.8,18776.2,33.4404,14.2585,103.531,1.02149
26382.2,53841.3,82.9789,45.0258,258.215,1.02459
98471.3,40269.2,38.5144,32.0182,254.606,1.02485
77173.4,69380.4,83.1315,22.5108,302.07,1.02565
44465.8,59772.2,313.445,15.909,245.256,1.03217
67732.3,33136.4,11.1282,8.0532,159.348,1.03799
113173,48924.9,29.5575,23.5672,283.705,1.04744
67948,34587.7,91.417,20.9264,282.366,1.06026
70967.1,41033.3,58.2394,32.2162,232.129,1.06318
64742,34090.5,43.6403,49.648,169.108,1.06798
95451.3,57803.2,34.6312,11.948,256.8,1.08391
104248,58083.4,66.1087,22.3788,306.636,1.0859
77886.5,51807.4,28.8327,29.2451,263.449,1.089
