"FSC-A","SSC-A","APC-A","BV421-A","FITC-A","Time"
78281.1,50929.3,61.1536,20.3322,232.484,1.04827
85385.1,41858.7,47.5755,18.0875,214.774,1.04913
38410.4,20058.6,54.98,20.8603,90.6295,1.05277
79253.4,41773.6,32.6121,30.3015,202.371,1.05536
93123,100222,79.0597,62.0627,425.578,1.05629
46181.9,31004.6,28.988,46.0823,198.731,1.05734
73479.5,50289.7,64.7299,18.3516,288.002,1.06505
64318.8,34891.1,19.773,30.0374,137.336,1.068
123502,71079.6,30.3858,42.0544,310.286,1.06843
55532.9,46721.8,61.1536,-2.98214,170.112,1.07019
98208.4,48768.2,57.828,0.79209,211.996,1.07755
97229.5,60569.6,27.0207,29.1131,234.472,1.07858
62209.7,31592.4,22.2578,-1.5532,158.127,1.07889
63536.3,44097.8,10.4553,-3.35491,202.085,1.08396
35545,24555.1,30.6965,29.3772,129.189,1.08643
73460.4,40055.1,91.3662,30.3675,255.385,1.08664
77261,32813.4,63.5041,31.1598,195.303,1.08705
80959.4,59583.9,29.0398,34.3951,240.93,1.09426
43063.6,33554,21.0672,28.3868,155.038,1.1025
81156,53628.7,64.9342,53.9403,315.617,1.10258
90772.2,78433.6,67.9974,24.6895,328.506,1.10543
81254.7,32641.5,28.2114,20.5302,162.579,1.11036
76506.8,49907.6,42.8118,34.131,275.031,1.11226
97895.8,42234.2,20.9119,31.0938,189.8,1.11376
72313.3,32832.2,23.5003,7.5251,215.7,1.11706
90463.7,49556.4,30.0234,61.9967,272.42,1.11739
60107.4,41810.8,26.71,25.2177,193.588,1.12149
42439.1,21873.8,10.7141,0.264029,108.237,1.12243
48378.7,32633.5,32.4567,41.6582,163.656,1.12273
58740,28536,28.6256,3.03638,111.42,1.12881
113194,63510.2,16.8741,51.497,303.897,1.13035
58797.3,42223.1,35.3043,19.2099,193.16,1.13282
100119,83335.8,60.8469,60.2137,491.432,1.13308
88965,41630.6,63.7084,49.45,251.703,1.13663
42359.4,22831.5,18.1682,7.65713,152.45,1.13753
60178.9,39467.1,38.3073,-1.36682,193.445,1.13896
118326,61873.8,54.4104,25.5478,301.368,1.14053
52094.8,23097.9,21.6366,9.70352,126.015,1.14335
48555.1,21562.4,5.84861,-0.559152,71.6893,1.14339
48900.7,26683.8,19.7212,23.8313,111.203,1.14614
66027.7,52349.4,30.9553,24.8876,199.444,1.14763
103033,51658.5,50.3716,23.2371,317.931,1.15083
72154.2,42464.4,42.087,30.4996,208.361,1.15315
111889,60647.4,22.6202,36.3759,257.366,1.15352
35953.7,23981.8,27.0207,19.4739,146.769,1.15911
130288,79047.9,46.9541,33.9329,322.906,1.16206
44575.6,21894.1,36.3398,6.46892,129.189,1.16433
84725.3,46282,36.4434,18.2856,208.647,1.16576
