"FSC-A","SSC-A","APC-A","FITC-A","Time"
32118.2,37258.6,61.2,510.57,20.4797
49755,49032.4,28.9,720.75,20.4817
79970.9,65770.5,-14.45,860.25,20.4858
100347,75332.8,41.65,976.5,20.4918
83284.2,45059.4,43.35,577.53,20.4918
28253.6,47316.5,37.4,598.92,20.4969
59962.6,67774.7,30.6,782.13,20.505
48140.2,38005.4,68,542.19,20.5081
54284.1,46901.8,58.65,652.86,20.5081
75602.2,59152.7,-7.65,865.83,20.5101
103541,71581.2,11.05,1135.53,20.5142
42290.3,43878.3,-15.3,557.07,20.5172
59580.2,71239.9,37.4,867.69,20.5182
49292.8,50836.6,26.35,635.19,20.5263
32005.3,38243.5,-1.7,487.32,20.5273
39812.8,43480.3,49.3,544.05,20.5273
39301.7,44842.7,66.3,527.31,20.5314
37371.7,37548.8,35.7,436.17,20.5365
55672.9,64657.3,35.7,899.31,20.5405
79941.7,61632,48.45,777.48,20.5426
64223.8,67247.4,7.65,817.47,20.5436
65084.9,68924.2,10.2,997.89,20.5446
60354.4,60609,29.75,705.87,20.5456
62300.2,55036.5,33.15,730.98,20.5476
57775.9,38814.5,32.3,603.57,20.5486
51014.2,40368.5,37.4,529.17,20.5486
45027.6,67779.3,14.45,1073.22,20.5497
61987.4,69759.3,17.85,951.39,20.5517
53101.4,81627,-22.1,1023,20.5517
104496,71081.8,7.65,943.02,20.5557
79006.3,69611.4,27.2,1107.63,20.5578
64262.6,64886.1,90.1,836.07,20.5588
41751.5,51933.1,27.2,377.58,20.5618
50097.1,50935.2,33.15,686.34,20.5649
73231.4,67390.6,22.95,911.4,20.5679
54670.4,58936.9,23.8,754.23,20.57
40712.7,44189.9,53.55,589.62,20.573
47800.5,53141.1,33.15,606.36,20.5821
51431.4,44374,3.4,570.09,20.5852
56543.5,60443.5,24.65,662.16,20.5923
67944.7,56576.6,23.8,670.53,20.5963
43400.2,42644.2,25.5,773.76,20.5984
58821,51738.7,74.8,948.6,20.6126
81088,85652.1,38.25,1157.85,20.6207
43536.1,36404.9,27.2,488.25,20.6237
36686,48330.2,30.6,643.56,20.6288
54237.5,60651.8,12.75,615.66,20.6308
61116.8,56235.2,28.05,690.06,20.6328
29158.1,42939,-15.3,579.39,20.641
78464.4,58273.8,7.65,668.67,20.643
59997.3,58591.9,-4.25,810.03,20.644
47198.6,45635.1,45.9,507.78,20.6481
35284.6,52569.2,12.75,733.77,20.6552
88321.2,76873.8,18.7,704.01,20.6572
37544,59480.9,22.1,780.27,20.6633
51529.3,67538.5,16.15,851.88,20.6724
80624.2,63982.1,26.35,834.21,20.6785
49007.7,48119.1,12.75,625.89,20.6825
69182.7,71365.4,21.25,890.01,20.6856
71968.2,74801.8,46.75,767.25,20.6876
64198.6,58710,1.7,624.03,20.6886
53310,38959.6,5.95,617.52,20.6896
55952.5,52355.3,45.9,611.01,20.6896
100426,75016.6,49.3,950.46,20.6947
69926.9,62358.4,39.1,964.41,20.6967
46418,64948.4,44.2,793.29,20.7079
37430.2,40756.3,28.05,654.72,20.7079
52623.5,63951.4,56.95,704.01,20.7089
61564.7,51469,-22.1,695.64,20.712
55337.9,45332.9,12.75,517.08,20.712
81761.8,54198.5,27.2,696.57,20.713
65523.4,45065,-4.25,686.34,20.715
70701.8,59773,49.3,797.01,20.716
71807.1,71038,56.95,819.33,20.7221
70581,69605.9,70.55,1182.96,20.7251
78975.5,55658.6,-16.15,933.72,20.7282
48606.3,49349.5,7.65,740.28,20.7292
65658.5,48688.3,41.65,654.72,20.7302
59996.6,59942.2,2.55,587.76,20.7312
73916.4,80219.9,43.35,1009.98,20.7322
65525.8,61450.7,24.65,925.35,20.7363
28713.3,45895.5,-0.85,813.75,20.7373
63003.3,74852.9,54.4,888.15,20.7475
47517.7,44833.4,41.65,538.47,20.7566
43398.7,61401.4,5.95,610.08,20.7617
37061.3,48384.2,34,633.33,20.7657
53230.2,79819.1,3.4,883.5,20.7667
59421.4,65117.7,41.65,730.05,20.7688
53687.6,50882.2,37.4,814.68,20.7748
39850.8,37458.5,11.05,394.32,20.7748
43365.5,60081.7,45.9,799.8,20.7759
34357.9,55773,32.3,678.9,20.7789
71058.1,80394.8,33.15,989.52,20.7809
69256.1,66784.2,29.75,850.02,20.7809
69401.5,34845.2,2.55,552.42,20.7819
67397.3,64642.4,-0.85,876.99,20.788
40019,42847.9,-12.75,421.29,20.7941
41011.3,60054.8,43.35,498.48,20.7951
42475.9,53566.1,48.45,808.17,20.7962
90436,70925.5,68.85,886.29,20.8002
77787.4,69844.9,21.25,823.05,20.8032
43146.6,51044.9,14.45,550.56,20.8053
61211.6,51954.4,4.25,621.24,20.8083
46157.3,38197.9,-2.55,607.29,20.8114
44172.9,46235.9,31.45,593.34,20.8134
65916.8,50597.6,11.9,834.21,20.8144
55278.7,75214.7,36.55,939.3,20.8164
55594.7,43961.1,50.15,715.17,20.8164
59716.9,83851.6,24.65,1067.64,20.8246
45763.1,54059,14.45,610.08,20.8286
48773.8,44325.7,61.2,533.82,20.8306
63113.1,60665.8,4.25,690.99,20.8337
82280.1,69686.8,28.05,1090.89,20.8337
47048.5,54658.9,47.6,655.65,20.8347
42100.7,60692.7,83.3,671.46,20.8377
26386,50382.8,5.95,704.01,20.8418
70689.2,48117.3,17.85,438.03,20.8448
57436.2,45443.5,-13.6,553.35,20.8489
34573.6,39451.5,59.5,684.48,20.854
45028.4,53957.7,-12.75,663.09,20.856
68698.4,53900,13.6,730.98,20.8641
57444.9,44178.7,22.95,668.67,20.8712
36595.2,40566.6,0,528.24,20.8712
53101.4,60321.7,14.45,801.66,20.8732
87013.8,49777.3,9.35,590.55,20.8763
89634.2,57975.3,48.45,986.73,20.8814
59212.9,42558.7,55.25,613.8,20.8844
77717.8,58702.5,33.15,757.02,20.8864
35960.8,46633,6.8,628.68,20.8864
105689,68663.8,58.65,1056.48,20.8864
82235.1,82233.4,17,956.04,20.8874
48010.7,47476.5,-3.4,469.65,20.8915
56502.4,59225.2,16.15,902.1,20.8945
49658.6,53580.1,36.55,651.93,20.8996
80548.4,67131.1,40.8,1003.47,20.9047
40100.4,61025.7,35.7,761.67,20.9087
69128.2,45442.6,28.05,582.18,20.9098
52472.6,61352.1,51.85,753.3,20.9128
50981.9,47259.8,26.35,497.55,20.9138
71360.7,63884.5,5.1,700.29,20.9169
81359.7,83347.5,17.85,956.97,20.9199
56574.3,60145,21.25,676.11,20.924
66811.9,58629.1,31.45,820.26,20.925
30730.2,45709.5,28.05,639.84,20.928
67972.4,37256.7,7.65,579.39,20.928
70130.7,84977.8,11.9,1030.44,20.93
87619.7,47500.7,-43.35,681.69,20.93
23107.5,41723.5,-0.85,533.82,20.93
80289.3,62046.8,-6.8,949.53,20.9331
47795,55004.9,19.55,732.84,20.9351
71081,69689.5,29.75,728.19,20.9432
53849.6,40019.8,18.7,505.92,20.9503
63727.7,52160.9,32.3,759.81,20.9564
42389,54166.9,34.85,689.13,20.9564
43613.5,47669.9,-2.55,559.86,20.9574
57796.4,70068.1,77.35,898.38,20.9595
82239.8,75734.5,0.85,823.98,20.9605
60279.4,60945.7,35.7,657.51,20.9635
57696.9,79869.3,7.65,920.7,20.9655
31205.8,30891.8,10.2,440.82,20.9737
40932.3,45929,-0.85,1099.26,20.9747
51786.1,53867.5,37.4,710.52,20.9767
45309.7,37078.2,12.75,351.54,20.9767
54912.9,57833,-2.55,833.28,20.9808
55268.4,57744.6,8.5,708.66,20.9828
55959.7,49639.7,68.85,585.9,20.9848
76339.3,42627.5,-7.65,572.88,20.9899
58294.9,48219.6,17.85,588.69,20.9919
64751.6,51262.5,7.65,651,20.9939
38574.1,38851.7,37.4,504.99,20.9939
54924,41963.5,42.5,425.94,20.998
64369.2,47369.6,25.5,705.87,21.001
43100,41196.2,27.2,542.19,21.001
52490,77640.1,35.7,949.53,21.001
64900.1,60063.1,31.45,722.61,21.001
66836.4,51565.7,10.2,723.54,21.0061
59201.8,60340.3,5.95,885.36,21.0071
62022.9,67094.9,39.1,752.37,21.0102
74367.4,48041,69.7,737.49,21.0112
67646.1,57002.5,49.3,930.93,21.0132
71489.5,59804.6,49.3,773.76,21.0132
33270.9,45253.8,-11.05,615.66,21.0152
58900.8,75754.1,-16.15,914.19,21.0163
56132.7,43945.3,65.45,760.74,21.0183
38981.8,48013.1,19.55,723.54,21.0183
25781.7,43658.9,15.3,571.95,21.0183
58081.6,59688.3,41.65,839.79,21.0294
60444.5,44425.2,63.75,598.92,21.0305
30674.1,43869,5.95,474.3,21.0315
62698.4,51000.3,28.9,636.12,21.0355
50861.8,76598.5,34.85,962.55,21.0447
37668,58986.2,25.5,730.05,21.0477
49631.8,54833.7,28.9,636.12,21.0487
44557.6,56464,21.25,703.08,21.0518
48896.3,55473.6,3.4,686.34,21.0518
39263,34794.1,6.8,533.82,21.0548
25893,39056.3,45.05,538.47,21.066
66283.4,68947.4,30.6,757.95,21.0721
44495.2,49384.9,16.15,699.36,21.0771
79609.9,69509.1,20.4,770.97,21.0781
29195.2,35434.9,42.5,730.98,21.0812
61617.6,55560.1,19.55,701.22,21.0812
51899.1,39518.5,-14.45,446.4,21.0852
48885.2,58864.4,8.5,742.14,21.0863
60612.8,78126.5,49.3,946.74,21.0934
70257.9,75002.6,20.4,954.18,21.1065
49713.9,52054.9,1.7,553.35,21.1076
96454.3,52317.2,-5.95,819.33,21.1157
64887.4,59154.5,15.3,846.3,21.1248
38985.7,41096.7,14.45,555.21,21.1248
66416.9,38135.6,29.75,797.94,21.1289
95421.7,87614.4,-10.2,1844.19,21.1309
68252.1,49901,40.8,649.14,21.1329
82002,55514.5,-17.85,703.08,21.1329
50409.1,37500.4,33.15,624.96,21.1441
38687.9,38528,22.1,476.16,21.1461
31190.8,45548.6,35.7,472.44,21.1502
67928.9,82558.9,44.2,958.83,21.1522
65987.1,77406.7,34.85,919.77,21.1613
55371.1,51351.8,14.45,697.5,21.1633
60254.9,58736.9,62.9,514.29,21.1684
69236.4,58987.1,-11.9,762.6,21.1694
45074.2,41847.2,22.95,507.78,21.1694
50939.2,75563.4,40.8,890.01,21.1745
51499.3,55397.3,11.9,502.2,21.1745
52053.1,50735.2,-7.65,556.14,21.1765
64477.4,66337.8,47.6,973.71,21.1775
48547.9,53480.6,28.05,564.51,21.1806
49587.5,63786.8,24.65,762.6,21.1806
52421.2,65658.9,28.9,850.02,21.1877
62850,55521,32.3,712.38,21.1897
61236.9,72605.1,17.85,802.59,21.1907
52961.6,49498.3,18.7,551.49,21.1938
63451.2,79817.2,42.5,950.46,21.1938
62805,42953.9,51,685.41,21.1968
29677.9,45935.5,45.05,448.26,21.1999
48703.5,54994.6,3.4,784.92,21.2009
69435.5,60213.8,33.15,703.08,21.2039
75203.3,77848.4,23.8,891.87,21.207
34466.1,42518.7,28.9,543.12,21.21
41317,42013.7,1.7,554.28,21.21
56596.4,38792.2,12.75,476.16,21.211
51717.4,35821.7,18.7,579.39,21.212
31724.8,39339,13.6,507.78,21.213
61219.5,51062.6,32.3,743.07,21.2161
61375.9,80773.3,-1.7,873.27,21.2161
45669.9,45024.1,7.65,542.19,21.2191
67171.3,61649.7,68,730.98,21.2191
74824.9,44592.6,39.1,693.78,21.2201
72643.7,70820.4,24.65,868.62,21.2232
55744,51150,33.15,593.34,21.2262
53123.6,58389.1,15.3,690.99,21.2272
58807.6,76370.7,10.2,954.18,21.2283
46275,51109.1,2.55,659.37,21.2333
55452.5,45306.8,22.1,501.27,21.2354
48448.3,40034.6,-3.4,501.27,21.2364
41413.4,56743,27.2,620.31,21.2374
92439.5,82335.7,8.5,825.84,21.2404
51295.5,57669.3,24.65,837,21.2404
34888.8,43218,15.3,388.74,21.2425
47697,58526.8,62.9,751.44,21.2435
32770,54278.5,46.75,689.13,21.2475
42948.4,48812.9,43.35,698.43,21.2526
74401.4,68026.7,45.9,692.85,21.2556
46699.3,52734.7,11.05,533.82,21.2567
61200.5,79224.8,14.45,901.17,21.2577
36686.8,46858.1,20.4,470.58,21.2607
30813.2,39173.5,58.65,465,21.2719
30588.8,47449.5,7.65,518.01,21.277
71216.1,73313.8,-7.65,1691.67,21.2841
48673.5,63009.4,-26.35,756.09,21.2871
49209.9,51814,51,581.25,21.2922
76403.3,66753.5,19.55,837,21.2922
40910.2,33355.4,23.8,356.19,21.2932
81895.4,54405,23.8,916.05,21.2993
63678,72741.8,101.15,989.52,21.3003
62921.1,68624.7,-14.45,899.31,21.3074
69600.6,78879.8,58.65,1046.25,21.3114
61049.6,43100.9,-21.25,560.79,21.3277
80911.8,57151.3,37.4,863.04,21.35
75896.1,60916.9,11.05,783.99,21.3571
77613.6,55934.9,40.8,710.52,21.3611
44490.4,52525.5,28.05,598.92,21.3662
65593.7,51220.7,12.75,660.3,21.3672
51093.2,41966.2,55.25,599.85,21.3713
68559.4,50058.2,43.35,534.75,21.3723
77513.2,51431.8,13.6,782.13,21.3743
96466.9,76611.5,-20.4,1041.6,21.3753
64367.6,66812.1,16.15,647.28,21.3784
59005.9,68670.3,21.25,875.13,21.3794
46351.7,56748.6,31.45,640.77,21.3835
52302.7,58209.6,22.1,632.4,21.3885
57382.4,48472.5,10.2,645.42,21.3906
67379.1,65832.8,12.75,601.71,21.3946
48131.5,54418,28.9,651.93,21.3956
50190.3,37412,10.2,451.05,21.4017
92457.7,77864.2,49.3,928.14,21.4068
63851,72255.4,93.5,1110.42,21.4078
52289.3,56765.3,28.05,742.14,21.4129
110203,79134.6,17,876.06,21.4169
47949.8,56136.7,26.35,711.45,21.4179
59040.7,55472.6,16.15,742.14,21.419
54966.6,40101.6,17.85,525.45,21.422
43368.6,52724.5,8.5,618.45,21.4271
47445,41892.8,52.7,624.03,21.4291
57551.5,59515.4,20.4,587.76,21.4321
50691.9,54549.2,0,466.86,21.4321
91068.8,68660,46.75,790.5,21.4403
47801.3,61062.9,78.2,817.47,21.4423
61180.8,68697.2,9.35,929.07,21.4443
67285.9,53271.3,44.2,833.28,21.4453
53920.7,48918.9,5.95,690.06,21.4463
57049.9,53976.3,-5.95,822.12,21.4545
52793.3,65485,-1.7,1300.14,21.4545
74313.7,43012.5,13.6,514.29,21.4585
54148.2,66995.3,10.2,774.69,21.4585
65261.9,69221.8,52.7,766.32,21.4616
61108.1,66854,9.35,836.07,21.4656
46308.2,62905.2,37.4,962.55,21.4666
72759,81768.4,52.7,1152.27,21.4737
61436.7,66420.6,32.3,835.14,21.4747
49037.7,47596.5,52.7,611.01,21.4808
37159.2,44390.8,-7.65,558.93,21.4839
51220.4,41060.4,58.65,594.27,21.4879
48511.5,48877.1,17.85,609.15,21.493
61593.9,57310.3,10.2,782.13,21.494
56263,52867.7,4.25,835.14,21.4991
49901.1,43349.2,33.15,680.76,21.5001
51384,47676.4,2.55,602.64,21.5021
90947.2,56816.5,59.5,948.6,21.5042
83305.5,62258.9,8.5,705.87,21.5062
47605.4,53806.1,22.1,546.84,21.5072
46550.8,51827,35.7,810.96,21.5082
41560.3,46229.4,4.25,651,21.5113
53597.6,27868.4,-14.45,373.86,21.5113
45166.7,39001.4,-12.75,446.4,21.5123
39930.6,44671.6,32.3,680.76,21.5133
52226.9,36621.5,29.75,687.27,21.5133
49948.5,38206.3,7.65,405.48,21.5133
57275,71850.9,28.05,892.8,21.5163
52501.8,75845.2,56.95,985.8,21.5194
74057.8,67452,45.9,763.53,21.5234
46226.9,54658,84.15,921.63,21.5275
90405.2,87469.3,25.5,1308.51,21.5275
45530.9,47545.3,26.35,520.8,21.5326
73619.3,66428,26.35,844.44,21.5346
29041.2,51484.8,5.1,786.78,21.5387
82228.7,76857.1,21.25,885.36,21.5407
78057.5,74955.2,13.6,1069.5,21.5407
59890.7,43084.1,29.75,392.46,21.5437
54477.6,57927.8,24.65,640.77,21.5447
49227.3,40183.4,27.2,680.76,21.5458
47023.2,52979.3,10.2,718.89,21.5488
84326.2,85540.5,21.25,1180.17,21.5498
43333.9,66622.4,-13.6,767.25,21.5518
46606.8,42231.3,-6.8,578.46,21.5518
48592.9,67203.7,22.1,786.78,21.5549
72438.3,76180,21.25,938.37,21.5589
69807.6,78389.7,73.95,967.2,21.56
41945.1,61953.8,63.75,822.12,21.56
50230.6,37493.9,1.7,536.61,21.563
76752.5,67040.9,11.9,1632.15,21.565
52310.6,49453.7,42.5,704.01,21.5742
41461.6,43224.5,45.9,517.08,21.5762
51437.7,79783.8,5.1,964.41,21.5772
69551.6,50558.5,26.35,631.47,21.5772
86867.6,67621.2,13.6,893.73,21.5792
52580.8,56943.9,5.1,950.46,21.5792
45904.5,51758.2,25.5,620.31,21.5802
55329.2,88874.5,32.3,964.41,21.5823
66510.9,64592.2,48.45,745.86,21.5853
41414.2,56108.8,9.35,838.86,21.5863
43951.7,51847.5,56.95,846.3,21.5904
50612.9,76130.7,-13.6,972.78,21.5924
74265.5,74083.8,-15.3,1049.04,21.5934
96884,80472,45.9,969.99,21.5955
37406.5,53409.9,-3.4,1254.57,21.5965
60188.5,82733.7,96.05,1160.64,21.5975
73286.7,53880.5,28.9,663.09,21.5975
43327.6,48199.1,45.05,596.13,21.5985
64197,78785.9,45.9,926.28,21.6086
64157.5,60195.2,30.6,684.48,21.6147
49766.8,44631.6,6.8,588.69,21.6157
47652,31686,43.35,366.42,21.6239
75005.8,71962.5,56.95,744,21.6259
48412.8,48630.6,40.8,570.09,21.6289
47866.1,64935.4,11.9,759.81,21.635
79636,48929.2,28.9,852.81,21.6411
65087.3,83350.3,14.45,876.99,21.6462
51527.8,41215.7,24.65,514.29,21.6502
58061.1,67554.3,28.05,822.12,21.6644
35017.5,45592.3,12.75,479.88,21.6665
43262.8,33360,22.95,382.23,21.6725
55356.9,36655.9,35.7,462.21,21.6736
42743.7,44608.4,11.05,640.77,21.6756
45813.7,38874,56.1,465,21.6756
61817.5,68617.3,31.45,926.28,21.6898
48125.2,50962.1,4.25,568.23,21.6928
59027.2,48770.1,36.55,732.84,21.6949
45037.1,35650.6,17,398.04,21.6999
53652.1,68497.3,74.8,789.57,21.702
72763.7,65524.1,25.5,1036.02,21.705
59302.1,63713.4,31.45,685.41,21.708
70238.9,73513.7,43.35,946.74,21.7101
43589,41338.5,15.3,451.98,21.7101
46142.3,46846,-5.95,520.8,21.7121
59156.8,54024.6,37.4,691.92,21.7131
44686.4,50700.8,31.45,522.66,21.7192
43566.9,49532.7,46.75,758.88,21.7212
64612.5,82095.8,67.15,1116.93,21.7212
81468,61002.4,79.05,761.67,21.7263
50797,52268.8,15.3,743.07,21.7273
34929.9,47824.3,-18.7,549.63,21.7314
40685,43913.7,27.2,558,21.7334
47000.3,37263.2,73.95,587.76,21.7375
44702.2,47536,11.9,592.41,21.7385
74553.9,55513.6,10.2,756.09,21.7405
67369.6,49857.3,42.5,768.18,21.7425
62045,68047.2,37.4,961.62,21.7456
47178,49382.1,14.45,1405.23,21.7496
91968.6,79366.2,45.05,1095.54,21.7547
66480.1,60263.1,0,808.17,21.7608
45827.9,47041.3,6.8,501.27,21.7618
84119.2,63445.5,35.7,841.65,21.7659
73037.1,65100,33.15,762.6,21.7659
61341.9,42283.4,14.45,551.49,21.7679
64987.8,51114.7,-5.1,729.12,21.7679
83930.4,79913,37.4,1103.91,21.7689
100479,76619.9,13.6,1139.25,21.7699
58264.9,70048.5,45.9,1184.82,21.774
50196.6,57005.3,43.35,649.14,21.774
52759.4,56411,5.95,1408.02,21.775
73216.4,82230.6,27.2,951.39,21.778
58008.9,72686.9,46.75,985.8,21.7801
79051.4,77147.2,36.55,1105.77,21.7831
45191.2,52280.9,14.45,659.37,21.7841
64317.9,69826.3,54.4,839.79,21.7872
88717.8,83945.5,-11.05,774.69,21.7902
55681.6,46126.1,21.25,666.81,21.7933
53121.2,80060.9,60.35,1022.07,21.7983
45691.2,43770.4,-14.45,504.99,21.7983
56925,62612.2,11.9,869.55,21.8014
60033.7,46746.4,-17.85,793.29,21.8075
57580.7,39918.4,-5.95,638.91,21.8075
57817.7,44582.3,-20.4,609.15,21.8095
65157.6,70361,85,1123.44,21.8115
82568.4,77096.1,19.55,1028.58,21.8146
54773.9,34596.9,19.55,501.27,21.8227
43692.5,52679.9,-33.15,588.69,21.8257
46234.8,45843.4,-7.65,467.79,21.8308
46209.5,47234.7,28.9,678.9,21.8359
52457.6,55151.8,0.85,727.26,21.8409
54057.3,45921.5,0.85,651,21.844
88824.4,68335.5,14.45,807.24,21.844
63730.1,73596.5,22.95,1572.63,21.8501
38546.5,62627.1,30.6,886.29,21.8531
80702.5,50900.8,44.2,752.37,21.8582
43371,47211.4,14.45,524.52,21.8602
46497.8,42297.3,42.5,661.23,21.8714
54744.6,68356.9,1.7,699.36,21.8724
49002.9,45650.9,58.65,532.89,21.8744
36641,38817.3,33.15,391.53,21.8754
95752.7,72810.6,31.45,576.6,21.8795
44115.2,69831.8,6.8,835.14,21.8815
97632.9,68899,45.05,1130.88,21.8856
76603.9,80629.1,31.45,933.72,21.8866
58155.9,51814,72.25,616.59,21.8896
43072.4,54539.9,-17.85,668.67,21.8916
62352.3,65027.5,28.9,852.81,21.8927
90732.3,57679.5,26.35,720.75,21.8947
74330.3,48298.6,50.15,805.38,21.8987
59031.2,37275.3,-32.3,680.76,21.8987
75616.4,81238.3,28.9,1019.28,21.8998
55624.7,31206.2,56.1,406.41,21.8998
66642,58676.5,26.35,738.42,21.9008
44537.8,37597.1,34,419.43,21.9018
45627.2,63813.8,-5.95,667.74,21.9048
55966.8,68130.9,19.55,851.88,21.9089
59120.4,70552.6,68.85,1046.25,21.9099
38008.5,61597.6,-11.05,793.29,21.915
76453.8,60079.9,32.3,950.46,21.916
36110.1,47252.4,68.85,531.96,21.917
56120.8,61048,34.85,850.95,21.918
56055.2,52865.9,27.2,576.6,21.918
36557.2,58258.9,-14.45,651.93,21.9271
45880,46383.8,-1.7,553.35,21.9271
72827.7,45638.8,32.3,781.2,21.9292
76410.4,72677.6,84.15,941.16,21.9292
76803,51671.7,-1.7,707.73,21.9332
70898.6,56071.6,-5.95,975.57,21.9342
61327.7,42158.8,0.85,554.28,21.9353
89983.4,73152.9,17.85,969.06,21.9383
71747,50661.8,17,809.1,21.9393
42236.6,48377.7,21.25,531.96,21.9403
67164.2,67298.5,-1.7,671.46,21.9434
73366.5,54591,28.9,713.31,21.9454
42831.4,37344.1,-11.9,459.42,21.9505
31405.7,67000,24.65,884.43,21.9535
43965.1,50312.1,17.85,677.97,21.9535
36772.9,54139.9,-18.7,725.4,21.9576
62843.7,60355.1,7.65,836.07,21.9647
71442.1,81957.2,125.8,1347.57,21.9687
54079.5,58082.2,34.85,616.59,21.9697
54587.4,57861.8,37.4,748.65,21.9728
54392.3,58840.2,6.8,728.19,21.9819
43627.8,43821.6,47.6,588.69,21.9921
65463.4,66613.1,12.75,847.23,21.9921
82361.5,52581.3,-0.85,715.17,21.9931
57765.6,41694.7,92.65,602.64,21.9951
43662.5,44901.3,23.8,447.33,22.0002
52573.7,34843.4,53.55,658.44,22.0022
84399.6,69774.2,17.85,885.36,22.0053
90895,78248.3,8.5,1031.37,22.0124
29837.5,37261.4,4.25,561.72,22.0124
78351.4,78033.5,31.45,824.91,22.0134
51712.6,54123.2,1.7,663.09,22.0164
32149.1,43059,5.1,651.93,22.0235
33802.5,41400.8,44.2,611.94,22.0286
27490.4,40985.1,51.85,574.74,22.0337
75524.8,50861.7,-4.25,727.26,22.0357
50849.9,58877.4,16.15,704.94,22.0367
40004,38837.7,15.3,563.58,22.0408
36631.5,40276.4,12.75,428.73,22.0408
76694.8,47023.6,2.55,704.94,22.0428
86232.5,79182.1,-28.05,964.41,22.0438
36197.8,49212.8,18.7,704.01,22.0468
65999.8,53617.3,35.7,652.86,22.0489
43377.3,44807.4,33.15,507.78,22.0499
54058.9,62695,-9.35,819.33,22.0539
67235.3,54840.2,22.1,504.99,22.061
69083.9,73616,62.9,1193.19,22.0651
41817.1,51044,-12.75,470.58,22.0671
53848,57919.5,28.9,662.16,22.0712
29954.4,51301.6,-5.95,988.59,22.0752
63219,52507.8,35.7,784.92,22.0793
61296.9,41223.2,-6.8,509.64,22.0803
40977.3,33390.7,35.7,340.38,22.0813
58950.6,70924.6,27.2,890.01,22.0823
92043.7,86953.1,66.3,1174.59,22.0854
35844.7,35048,18.7,391.53,22.0854
27907.5,42814.4,5.1,586.83,22.0864
66783.4,64392.3,37.4,824.91,22.0905
48596.9,60335.6,45.9,760.74,22.0976
68462.2,60059.4,37.4,923.49,22.0986
42454.6,53843.3,24.65,677.97,22.1006
53545.4,36464.4,3.4,513.36,22.1047
53932.5,66206.7,42.5,887.22,22.1047
49813.5,73494.2,37.4,955.11,22.1087
62865,69479.4,43.35,813.75,22.1148
42698.7,37227,34.85,510.57,22.1158
52469.4,66580.6,11.9,929.07,22.1158
37228,42896.2,34,580.32,22.1189
59746.9,63670.6,0.85,800.73,22.1219
74786.1,47252.4,49.3,739.35,22.1249
43273.8,37990.5,49.3,491.04,22.128
79644.6,76172.6,36.55,912.33,22.131
46339.8,69268.3,54.4,678.9,22.1351
64118,74777.6,22.1,820.26,22.1371
51287.6,52744.9,22.1,702.15,22.1442
39287.5,40712.6,5.1,556.14,22.1442
38819.8,38083.5,34,506.85,22.1554
55201.2,43602.1,20.4,550.56,22.1594
58615.6,52035.4,20.4,833.28,22.1635
34388.7,45562.6,24.65,760.74,22.1828
82761.2,61977.1,38.25,765.39,22.1838
35343.8,50149.3,76.5,567.3,22.1868
27172.8,50845.9,39.1,552.42,22.1929
65615.8,67556.1,24.65,1169.94,22.1959
45665.2,48077.3,-21.25,660.3,22.2
58742,41359,-15.3,570.09,22.203
61416.2,70615.8,43.35,934.65,22.2051
55781.9,44307.1,6.8,681.69,22.2081
43623.8,66254.1,5.1,903.03,22.2081
55129.4,42314.1,80.75,584.97,22.2122
58834.5,54717.5,39.1,568.23,22.2142
57440.1,73105.4,10.2,1028.58,22.2152
44315.8,34360.7,70.55,601.71,22.2173
70635.5,48472.5,48.45,741.21,22.2173
28315.2,41794.2,37.4,572.88,22.2233
66559.9,71981.1,5.95,917.91,22.2264
88235.9,79549.4,-29.75,1056.48,22.2304
80798.8,47802.9,11.05,550.56,22.2315
55708.4,42089.9,-6.8,515.22,22.2315
73097.9,55505.2,40.8,763.53,22.2335
64832.1,43179.9,41.65,523.59,22.2335
72705.3,75023.1,55.25,838.86,22.2396
67920.2,52660.3,17,712.38,22.2396
78767.7,70084.8,2.55,794.22,22.2426
76237.4,59214,39.95,729.12,22.2446
27685.6,53964.2,48.45,712.38,22.2467
27921.8,40619.6,-5.95,561.72,22.2497
59867.8,43600.3,22.1,419.43,22.2528
60782.6,66216,36.55,703.08,22.2659
52249,53914,9.35,801.66,22.269
45951.1,39949.1,20.4,582.18,22.271
77032.1,83386.6,15.3,1061.13,22.272
83184.6,66180.7,22.95,803.52,22.2791
39548.2,41652.8,14.45,446.4,22.2791
59206.6,61255.4,88.4,859.32,22.2842
53418.2,86823.9,64.6,970.92,22.2852
49680.7,83627.5,67.15,959.76,22.2872
57935.4,81980.4,14.45,1149.48,22.2883
68024.5,59556.3,16.15,674.25,22.2903
97145.5,77417.9,85.85,1003.47,22.2943
88134,62988,102.85,920.7,22.2943
45984.3,48531.1,33.15,673.32,22.2974
35682.7,41439.9,28.9,591.48,22.3004
54506.1,40880.9,46.75,455.7,22.3014
100622,74151.7,85.85,1023.93,22.3025
81814,62325.8,16.15,800.73,22.3065
69625.9,49040.8,37.4,644.49,22.3187
47945.1,52990.5,-16.15,939.3,22.3197
58803.7,78189.8,-5.1,916.05,22.3227
59288.7,60804.3,-30.6,847.23,22.3319
40632.1,41515.2,38.25,584.04,22.3329
38735.3,36146.3,73.1,507.78,22.3369
65442.8,54580.8,2.55,784.92,22.343
60676,49110.5,4.25,787.71,22.344
