"FSC-A","SSC-A","APC-A","FITC-A","Time"
71625.4,46378.2,19.55,488.25,23.4915
45376.8,46311.2,34,481.74,23.4925
77416.8,51095.1,49321.2,7316.31,23.4976
33485.7,50867.3,130.05,558.93,23.5037
41185.1,35861.7,44.2,548.7,23.5037
69415.7,54870,10.2,730.98,23.5099
70979.1,58483.1,75.65,762.6,23.5129
58512.1,56480.8,131.75,861.18,23.517
78692.7,63131.2,261.8,1637.73,23.5242
55967.6,43828.1,28.05,631.47,23.5262
65047.8,60585.8,85.85,817.47,23.5324
56637.5,58111.1,96.05,876.06,23.5354
77361.5,67564.5,13.6,1006.26,23.5395
37824.4,41956.9,34.85,497.55,23.5406
70980.7,71429.6,164.9,969.99,23.5416
64199.4,52304.1,169.15,633.33,23.5426
50591.6,47348.2,31.45,477.09,23.5446
53556.5,70480,16.15,903.96,23.5498
47753.9,44669.8,-6.8,668.67,23.5569
48223.2,39517.6,7298.95,677.04,23.5569
35502.6,48686.4,70.55,434.31,23.5579
85302.6,52084.7,57.8,757.95,23.559
70042.2,54234.8,11.05,779.34,23.562
32819.8,48984,43.35,594.27,23.562
50959.7,85759,74.8,1060.2,23.5661
43875,68804.2,49.3,871.41,23.5702
38462.7,26053,29.75,353.4,23.5712
54189.3,51549,49.3,728.19,23.5774
42280,68071.4,18.7,843.51,23.5784
59200.2,52712.4,-6.8,608.22,23.5804
69331.2,67244.6,137.7,983.01,23.5835
36143.3,32870.9,17,329.22,23.5835
83958.8,74429.8,61.2,902.1,23.5845
50507.9,50855.2,9217.4,579.39,23.5917
41606.1,43881.1,18.7,611.94,23.5927
67688,88559.2,75.65,1066.71,23.5947
52664.6,58500.7,11.05,581.25,23.5958
51802.7,56840.7,33.15,746.79,23.5988
93396.2,68822.8,116.45,898.38,23.6009
48379.6,79693.6,41.65,1099.26,23.6009
61393.3,60206.3,68,686.34,23.605
73206.1,67922.5,39.1,798.87,23.606
56700.7,50398.6,38.25,658.44,23.607
49990.4,39258.1,9.35,522.66,23.608
38426.4,42629.3,24.65,483.6,23.6091
53634.7,84957.4,30.6,999.75,23.6101
24741.2,32909.9,1582.7,587.76,23.6101
40341.4,39037.7,32.3,473.37,23.6132
60790.5,65319.5,62.05,1065.78,23.6142
74975,82464,13412.2,1098.33,23.6172
40963.9,64547.6,63.75,687.27,23.6183
100943,56925.3,79.05,649.14,23.6213
45182.5,45416.6,101.15,703.08,23.6234
58373.1,69846.7,39.1,848.16,23.6244
44304,74023.4,94.35,891.87,23.6295
64125.1,69564,119.85,893.73,23.6305
64236.5,51252.3,46.75,664.95,23.6357
46704,42897.2,31.45,633.33,23.6367
75343.9,61842.2,17.85,873.27,23.6367
49059,64595.9,53.55,1080.66,23.6377
54461,48722.7,45481,642.63,23.6387
56937.7,39881.2,-7.65,383.16,23.6408
47094.3,46790.2,9.35,563.58,23.6428
34474.8,33860.4,57.8,403.62,23.6449
37626.9,39729.6,7439.2,698.43,23.6449
79717.3,79359.7,26.35,997.89,23.6479
46737.2,65334.4,-5.95,664.95,23.6489
62648.6,58416.1,-3.4,720.75,23.653
43730.5,58902.5,337.45,868.62,23.6602
42730.3,37231.6,74.8,1308.51,23.6612
68250.5,48307,9.35,725.4,23.6663
49538.5,54979.7,14.45,665.88,23.6714
47905.6,55206.7,42.5,804.45,23.6786
68772.7,51016.1,14.45,465,23.6858
30516.1,55388.9,44.2,906.75,23.697
59182.1,42485.2,25.5,552.42,23.7001
49560.7,56876.9,300.9,651.93,23.7021
105456,85754.4,-29.75,1052.76,23.7062
80805.1,63240.9,94.35,714.24,23.7134
71326.7,70299.6,42.5,847.23,23.7134
94933.5,67532,270.3,670.53,23.7144
45966.2,49452.8,65.45,451.05,23.7144
66867.2,48543.2,53.55,560.79,23.7164
64986.2,62393.7,23190.6,1022.07,23.7185
54759.6,52125.6,40.8,673.32,23.7205
72519.6,77141.6,27.2,811.89,23.7236
75187.5,55320.1,106.25,660.3,23.7246
52901.6,33831.5,52.7,526.38,23.7256
71361.5,69117.6,23.8,1150.41,23.7277
72759.8,56597.9,56.1,600.78,23.7287
56015.7,55825.1,27.2,650.07,23.7328
72285.8,56908.6,27.2,789.57,23.7369
46545.2,55354.5,-11.9,657.51,23.7379
45632,41173,119,569.16,23.7389
69131.3,52810.1,257.55,888.15,23.741
60306.2,48367.4,23.8,645.42,23.741
65044.7,56555.2,31.45,786.78,23.743
47346.3,42351.3,41.65,593.34,23.7471
67131.8,46159.6,62.9,703.08,23.7492
43385.2,45167.3,41.65,672.39,23.7502
49066.9,49326.3,10.2,537.54,23.7512
63711.1,48338.6,193.8,835.14,23.7543
90573.5,78728.2,27.2,985.8,23.7584
30976.7,58006,102.85,903.96,23.7594
65325.1,34715,65.45,492.9,23.7635
58494,78651,2763.35,861.18,23.7635
50891,73017.1,101.15,664.02,23.7645
56677.8,63684.5,-2.55,730.98,23.7655
36706.6,40522,64.6,596.13,23.7706
62006.3,64094.7,40.8,625.89,23.7747
40675.5,38496.4,28.9,439.89,23.7788
45034,34906.6,74.8,353.4,23.7788
71728.8,73029.2,62.9,906.75,23.7788
46469.4,36210.5,62.9,527.31,23.7829
39716.5,45397.9,9933.95,499.41,23.7839
71973.7,65259,80.75,856.53,23.7849
69885.8,41510.6,49.3,491.97,23.787
42174.2,52277.2,1019.15,783.99,23.789
60991.2,53461.1,44.2,690.06,23.7911
69290.9,66504.3,131.75,749.58,23.7962
71526.6,62456.9,42.5,770.04,23.8085
51394.2,50962.1,93.5,702.15,23.8095
83600.2,66778.6,51,770.97,23.8105
69797.3,64133.7,15.3,777.48,23.8115
43423.1,44389.8,40.8,808.17,23.8156
40390.3,45094.8,34,711.45,23.8207
69340.7,47151.9,47.6,690.06,23.8207
38568.6,72017.3,61.2,797.01,23.8238
49293.6,49493.7,17.85,592.41,23.8238
75490.8,62214.2,38.25,775.62,23.8279
49578.8,56681.6,58.65,751.44,23.8299
82379.6,66024.4,-5.95,816.54,23.8299
78082.8,74431.6,12.75,1097.4,23.831
40162.8,44419.6,5.1,706.8,23.832
35719.1,40177.9,45.9,739.35,23.8381
50327,53049.1,88.4,539.4,23.8402
46908.6,41875.1,62.9,495.69,23.8473
52643.2,55579.6,-21.25,990.45,23.8565
64189.9,66029.1,42.5,687.27,23.8668
111511,79199.7,80.75,1082.52,23.8739
58203.2,52190.7,53.55,630.54,23.88
63228.4,47545.3,36.55,620.31,23.8852
56288.3,66953.5,2655.4,690.99,23.8872
90414.7,63938.4,62.9,946.74,23.8872
38613.6,43233.8,59.5,509.64,23.8933
45102.7,53073.2,936.7,691.92,23.8944
46292.4,39889.6,33.15,478.95,23.8964
80985.3,53742.8,65.45,841.65,23.9046
58171.7,69849.5,90.1,903.96,23.9056
48711.4,44280.1,12933.6,864.9,23.9077
51184.1,46942.7,36.55,723.54,23.9077
55276.3,50069.3,-7.65,740.28,23.9097
35913.4,41629.6,6.8,597.99,23.9117
54181.4,63072.6,40.8,911.4,23.9138
31310.1,43783.5,66.3,428.73,23.9169
68376.9,42706.5,6.8,496.62,23.922
66370.3,59186.1,37.4,621.24,23.923
54130,46136.4,37.4,598.92,23.9312
76408.8,73665.3,39.95,788.64,23.9312
89037,88142.6,51.85,951.39,23.9342
79308.9,60105.9,0.85,737.49,23.9526
48204.2,40719.1,61.2,537.54,23.9537
54035.2,32134.3,34,520.8,23.9578
85444.8,57670.2,39.95,744,23.9578
58148.7,61553.9,5.95,681.69,23.9588
86343.1,51084.9,83.3,850.95,23.9659
66322.9,56978.3,-2.55,712.38,23.968
66646,66392.7,156.4,892.8,23.9711
72070.9,47006.9,300.05,728.19,23.9751
72448.5,65683.1,74.8,864.9,23.9762
68640.7,58067.3,33.15,651,23.9782
55787.4,55040.2,60.35,590.55,23.9833
46636.9,28969.5,54.4,526.38,23.9833
56553.7,60060.3,14876.7,2192.01,23.9833
43512.4,54250.6,173.4,597.99,23.9833
54063.7,65760.3,4.25,695.64,23.9854
59053.3,66576.8,15.3,915.12,23.9895
38759,41625.9,107.95,520.8,23.9905
45248,47125,60.35,902.1,23.9946
51914.1,42272.2,3.4,633.33,23.9976
65310.9,78512.5,81.6,909.54,23.9997
91344.5,60599.7,18.7,904.89,24.0028
39352.3,37652.9,-38.25,451.98,24.0048
58793.4,63956.1,53.55,896.52,24.0099
51747.4,39999.3,477.7,456.63,24.0099
48991.1,49459.3,29.75,701.22,24.013
65541.6,64994,98.6,745.86,24.014
71866.3,67507.8,77840.5,1045.32,24.0181
79821.6,70343.3,31823.2,1063.92,24.0181
60128.5,71958.8,55.25,974.64,24.0212
68011.1,56269.7,72.25,679.83,24.0222
88186.1,51493.2,46.75,743.07,24.0232
112885,68595.9,58.65,764.46,24.0242
36751.6,48782.2,40.8,412.92,24.0263
85507.2,70093.2,50.15,863.04,24.0304
50725.1,49655.5,2264.4,620.31,24.0314
55215.5,47307.2,-1.7,479.88,24.0334
71073.1,67867.7,17,903.03,24.0365
94046.3,60340.3,8.5,810.03,24.0365
62610.7,68255.5,25.5,820.26,24.0406
59013.8,50286,30.6,581.25,24.0406
74160.5,52291.1,30.6,668.67,24.0416
106864,85967.3,38.25,1317.81,24.0447
46065.7,46261.9,15.3,603.57,24.0467
88606.4,70985,71.4,1031.37,24.0467
59072.2,66067.2,2227,910.47,24.0508
55354.5,43396.6,400.35,624.03,24.0529
61499.1,46610.7,35.7,577.53,24.0539
52313.8,58044.1,31.45,622.17,24.0559
67930.5,48556.2,23.8,682.62,24.0559
48422.3,44075.5,19.55,555.21,24.057
57027.7,59252.2,33.15,910.47,24.057
89072.5,68919.5,41.65,946.74,24.0631
53855.1,47008.7,103.7,632.4,24.0631
37848.1,68878.6,40.8,863.97,24.0672
49146.7,59375.9,35.7,709.59,24.0805
45993,42776.3,52.7,566.37,24.0846
84728.3,68678.6,22.1,950.46,24.0887
56562.4,47657.9,46.75,584.97,24.0907
57632.9,61120.5,62.05,718.89,24.0999
46435.4,45717.9,-0.85,494.76,24.1111
62212.5,38607.1,48.45,770.97,24.1132
50609.8,63141.4,45.9,636.12,24.1183
59571.5,71116.2,-7.65,1007.19,24.1183
60348.1,36034.7,-13.6,450.12,24.1265
82395.4,52722.6,85.85,727.26,24.1285
65834.6,54163.2,86.7,566.37,24.1306
60894.8,31890.6,16.15,422.22,24.1306
70574.6,49604.3,10.2,696.57,24.1357
95720.4,72241.5,73.1,944.88,24.1377
29715.9,32724.8,22208,1309.44,24.1398
74840.6,49176.5,28.05,743.07,24.1408
43070.8,47589,306,646.35,24.1418
31932.6,53550.3,36.55,794.22,24.1449
74501.7,71904.8,36.55,893.73,24.1449
76509.9,65485,15459.8,742.14,24.1459
63045.2,64249.1,75.65,823.98,24.151
89266.1,75173.8,1499.4,859.32,24.1561
45404.5,46029.4,87.55,758.88,24.1582
36572.3,38582.9,33.15,535.68,24.1602
48341.7,40548,2.55,707.73,24.1735
87099.9,46670.2,20.4,555.21,24.1735
43423.9,32338,17,528.24,24.1735
43878.2,52789.6,5.95,816.54,24.1776
65359.9,60278.9,51,653.79,24.1827
35486.8,67036.3,20094.8,2450.55,24.1858
46614.7,44097.8,50.15,436.17,24.195
61063.8,49153.3,34,598.92,24.196
68802.7,53288.1,33.15,677.04,24.2042
51917.2,73671.8,69.7,911.4,24.2062
45810.5,40848.4,22.1,408.27,24.2073
94126.9,58990.8,49.3,737.49,24.2073
62945.6,64170.9,49.3,802.59,24.2073
55065.4,40531.3,27.2,397.11,24.2093
46620.3,63341.4,17.85,677.04,24.2124
67609,69916.5,36.55,1506.6,24.2175
49198,55709.8,336.6,747.72,24.2195
54879.7,51639.2,22.95,736.56,24.2216
76844.1,64104,443.7,915.12,24.2236
54925.5,61994.7,34,769.11,24.2247
65620.6,47821.5,62.05,734.7,24.2267
66455.6,60847.1,274.55,923.49,24.2277
65615,55569.4,39.95,681.69,24.2308
54803.9,55462.4,10.2,795.15,24.2318
63770.4,57365.2,28.05,861.18,24.2349
51895.1,42129,31.45,597.06,24.2359
47352.6,54816.1,19.55,743.07,24.2369
49322.9,69191.1,25.5,964.41,24.239
45240.1,72273.1,31912.4,810.96,24.242
77534.6,72689.7,70.55,890.01,24.242
75533.5,82306.9,-6.8,1016.49,24.2441
57493.8,41956,33.15,475.23,24.2471
88544,70369.4,79.05,1107.63,24.2512
30311.5,40654,11.9,654.72,24.2523
76141.8,53830.3,354.45,724.47,24.2523
83031.4,57380.1,-4.25,761.67,24.2523
52018.3,49419.3,34,553.35,24.2533
49251,55169.5,3402.55,826.77,24.2533
76144.9,84870.9,23.8,1579.14,24.2553
59740.6,48094,51,735.63,24.2594
42908.1,54086,77.35,559.86,24.2625
61391.7,44413.1,67.15,576.6,24.2635
51725.2,71493.8,40.8,933.72,24.2656
54780.2,66376,15.3,716.1,24.2686
67978.7,73979.6,29.75,822.12,24.2696
52149.5,44648.4,90.1,449.19,24.2696
58217.5,41666.8,116.45,633.33,24.2737
53667.9,38359.7,28.05,445.47,24.2768
36952.2,60410.9,4476.1,646.35,24.2768
63557.1,47339.8,23.8,877.92,24.2799
69901.6,63940.3,35.7,1302,24.285
66426.4,55987.9,103.7,770.97,24.2881
66608.1,85043.9,41975.6,1530.78,24.2881
68658.1,63401.8,63.75,742.14,24.2891
49894.8,74628.8,39.1,1662.84,24.2942
43536.1,60595.1,28.05,974.64,24.3013
68193.6,78737.5,13380.7,1024.86,24.3024
58095.8,51281.1,7.65,666.81,24.3054
73184.8,79530.8,54.4,984.87,24.3116
61859.4,44458.6,40.8,611.94,24.3136
64680.5,47445.8,80.75,597.06,24.3218
44101.8,51014.2,28.05,727.26,24.333
65092.1,44144.3,19.55,696.57,24.3535
48862.3,50341.8,167.45,553.35,24.3607
60805.5,71132.9,79.9,853.74,24.3647
57957.6,56809.1,47.6,794.22,24.3668
52103.7,30028.8,62.9,558,24.3678
45009.5,57252.7,21.25,851.88,24.3678
61371.2,56398.9,4.25,837.93,24.375
61592.4,40432.7,26.35,495.69,24.377
46396.7,46988.2,9.35,721.68,24.377
32506.9,45488.2,27.2,527.31,24.378
44594.7,35864.5,44.2,650.07,24.3811
47950.6,50140,51.85,399.9,24.3842
55489.6,43379.9,50.15,670.53,24.3883
93486.2,67468.7,132.6,797.01,24.3893
46008,48795.2,29.75,637.98,24.3903
42286.3,53102.1,45.9,727.26,24.3954
36240.5,40708.9,51,407.34,24.3964
70784.8,79562.4,25.5,1248.06,24.3964
63284.5,59959.9,80.75,698.43,24.3995
98827.4,63982.1,42.5,746.79,24.4016
89878.3,48033.6,186.15,757.95,24.4056
73480.3,71928.1,63.75,759.81,24.4097
40117,51726.6,69.7,620.31,24.4108
81156.7,59000.1,184.45,777.48,24.4149
53693.1,52479,2794.8,640.77,24.4179
82971.3,54737.9,31.45,706.8,24.421
83177.5,82033.4,73.95,941.16,24.422
60369.4,48962.6,-4.25,505.92,24.4261
52505.8,60270.5,96.9,745.86,24.4281
50263,36077.5,24.65,358.05,24.4312
90745.7,77680.1,21.25,868.62,24.4322
67620.8,65312,-25.5,1113.21,24.4322
50524.5,59381.4,0.85,737.49,24.4363
61143.6,35925.9,11.05,588.69,24.4363
75313.9,52092.1,58.65,754.23,24.4384
63027,71172.9,34.85,948.6,24.4404
39204.5,42356.9,26.35,419.43,24.4435
80158.1,59784.1,19.55,956.97,24.4455
52747.5,47051.5,79.05,695.64,24.4466
49333.9,41962.5,68,664.02,24.4476
81835.3,54205.1,75.65,629.61,24.4496
112088,81441,32478.5,4680.69,24.4506
48227.1,40145.3,16.15,575.67,24.4527
59584.2,60448.1,-11.9,702.15,24.4537
59645,55745.1,80.75,674.25,24.4568
45003.1,35189.3,58.65,569.16,24.4598
38648.4,64904.7,568.65,735.63,24.4619
84148.4,43654.2,75.65,652.86,24.4619
42833,54591.9,-27.2,692.85,24.4639
43928.7,47919.2,11.9,384.09,24.465
66131.7,58539.8,22.1,780.27,24.465
100415,69124.1,36.55,968.13,24.4701
64109.3,55499.6,54.4,586.83,24.4711
35766.5,48977.5,107.1,674.25,24.4742
61209.2,57979.9,64.6,971.85,24.4742
75960.1,61898,46.75,969.06,24.4742
55887,40058.8,26.35,341.31,24.4752
67216.4,61906.4,147.9,884.43,24.4772
39206.9,45639.8,11.9,531.96,24.4834
57825.6,64978.2,37.4,688.2,24.4834
54572.4,50810.6,64.6,598.92,24.4854
36817.9,42637.7,-3.4,428.73,24.4936
70420.6,48197.2,11.9,784.92,24.4936
71710.7,58231,58.65,941.16,24.5059
53460.1,37204.6,-31.45,681.69,24.512
32982.5,44448.4,217.6,516.15,24.514
49988.8,36981.4,25.5,415.71,24.5192
93340.9,49171.9,11.9,905.82,24.5192
97324.8,79104.9,51,969.06,24.5284
69189.8,53446.2,8.5,533.82,24.5324
85492.2,68810.7,53.55,1039.74,24.5376
67876,71819.2,80.75,896.52,24.5376
26585.9,36349.1,84.15,416.64,24.5386
54888.4,43654.2,39.95,763.53,24.5386
74798.8,55841.9,-15.3,759.81,24.5427
54171.1,37114.4,35.7,485.46,24.5437
100343,66328.5,93.5,926.28,24.5478
84466,64835.9,120.7,856.53,24.5549
28534,35639.5,41.65,431.52,24.559
34431.4,33339.6,48.45,485.46,24.5693
57760.9,57318.7,52.7,733.77,24.5733
61154.7,63309.8,53.55,785.85,24.5764
50985.8,58000.4,107.1,756.09,24.5795
67899.7,72686,42.5,835.14,24.5826
42921.5,50397.6,1.7,741.21,24.5826
49138,38444.3,17,507.78,24.5897
68491.4,55799.1,51.85,609.15,24.5989
44025.9,50555.7,55.25,661.23,24.601
47077.7,52106,8.5,717.96,24.602
54325.9,51145.4,5.1,701.22,24.6061
65269,47087.8,39.95,620.31,24.6071
30236.5,40222.5,27.2,502.2,24.6122
37539.2,42226.6,16360,3144.33,24.6153
60184.6,37107.9,-5.1,505.92,24.6163
40604.4,43112.9,58.65,518.01,24.6194
59656.1,74487.4,56.1,1027.65,24.6204
41828.9,50593.9,44.2,429.66,24.6204
68538,70397.3,34,839.79,24.6214
98861.4,84668.1,31.45,952.32,24.6235
56724.4,50146.5,451.35,677.97,24.6245
76818.8,79610.8,72.25,976.5,24.6255
71168.7,62625.3,20.4,528.24,24.6265
71348.1,48632.5,12.75,816.54,24.6265
52738.8,52353.4,110.5,491.04,24.6265
97858.1,86153.3,113.05,1008.12,24.6286
72868.8,45469.6,12192.4,1552.17,24.6357
60425.5,54724,41.65,583.11,24.6388
76538.4,55267.1,19717.5,802.59,24.6439
58209.6,42056.5,3.4,770.04,24.6449
76533.6,63943.1,141.95,694.71,24.649
33295.3,36269.1,49.3,491.04,24.6511
87661.6,72647.9,35.7,749.58,24.6511
61274.8,63994.2,26.35,1109.49,24.6572
49832.4,47619.7,34.85,615.66,24.6592
74384,44059.7,1.7,617.52,24.6603
62692.8,72578.1,33.15,1004.4,24.6613
75614.1,62009.6,90.95,937.44,24.6623
67993.7,61907.3,22.95,790.5,24.6654
54936.6,45185,11.9,611.01,24.6807
79828.7,66856.8,62.05,732.84,24.6807
58351,51389,11.9,770.04,24.6869
68374.5,57701.9,41.65,771.9,24.694
41496.3,47360.2,-26.35,935.58,24.6961
68918.8,67528.2,106.25,717.03,24.7001
63999.5,45239.9,147.9,696.57,24.7022
74348.5,39853.3,51.85,556.14,24.7053
56181.6,48948.7,177.65,524.52,24.7073
79599.6,67131.1,53.55,770.97,24.7093
77018.7,43394.7,68,655.65,24.7093
65168.7,39771.4,23.8,865.83,24.7124
51551.5,44061.5,435.2,589.62,24.7175
42084.9,37508.8,22.95,462.21,24.7196
74206.3,66588.9,0,718.89,24.7237
67379.1,57601.4,105.4,783.99,24.7288
39233,58930.4,118.15,757.02,24.7308
46583.1,50690.6,3780.8,651.93,24.738
35696.2,44134.1,31.45,556.14,24.74
57155.7,50791,68.85,762.6,24.7462
73921.9,49125.4,104.55,674.25,24.7482
41941.1,35936.1,42.5,571.95,24.7492
104389,70099.7,47.6,896.52,24.7523
61981,58794.6,71.4,1007.19,24.7564
55308.7,65217.2,28.9,751.44,24.7595
78000.6,81990.7,175.95,861.18,24.7625
53724.7,40013.2,21.25,536.61,24.7656
66401.1,58619.8,134.3,852.81,24.7758
66463.5,58496.1,9.35,683.55,24.7789
51606,64599.7,10.2,846.3,24.7799
49025,40895.8,28.05,441.75,24.782
94399.5,76848.7,214.2,1089.03,24.7942
27213.9,48429.8,9503,783.06,24.7963
71397,42514,22.95,625.89,24.7983
57936.2,77085.8,21.25,1092.75,24.8004
67673.8,52888.2,23.8,596.13,24.8075
51195.2,38801.5,30.6,538.47,24.8116
37370.9,37710.6,28.05,495.69,24.8157
55885.4,38540.1,0,475.23,24.8177
62951.2,41277.1,131.75,582.18,24.8188
70760.3,65237.6,27.2,895.59,24.8188
52466.3,47579.7,37.4,646.35,24.8208
114611,72303.8,46.75,893.73,24.8239
64811.6,46992,50.15,719.82,24.8259
48209,57741.8,2.55,587.76,24.8259
86075.2,64396,-5.95,976.5,24.829
89699,66176,13.6,849.09,24.83
70825.9,74064.3,-2.55,1089.03,24.8361
63933.1,46398.6,4.25,677.97,24.8372
52751.5,36057,17.85,609.15,24.8392
87005.9,78040,102.85,1131.81,24.8402
57527.8,66883.7,41.65,798.87,24.8423
67933.7,62925.7,44.2,877.92,24.8433
61331.7,61409.8,0.85,857.46,24.8464
71155.3,84717.4,28.05,1120.65,24.8474
51830.3,42518.7,59.5,538.47,24.8556
42926.2,60376.5,15.3,797.94,24.8689
30150.4,45982.9,43.35,642.63,24.8699
66331.6,53541,60.35,883.5,24.8719
65255.6,64089.1,51.85,800.73,24.8955
25577.8,59039.2,19.55,542.19,24.8965
64629.9,57625.6,5.95,744,24.9036
47340,48534.8,251.6,541.26,24.9036
63222.1,44231.7,28.05,606.36,24.9057
49375.8,42085.3,46.75,504.06,24.9067
50681.7,38739.1,45.05,536.61,24.9067
57075.9,58271,23.8,879.78,24.9128
33879.2,51763.8,41.65,657.51,24.9149
93770.6,69714.7,30.6,907.68,24.9159
53628.4,67034.4,1812.2,690.06,24.9261
44950.2,55778.6,45.05,693.78,24.9302
60307.8,48925.4,25.5,745.86,24.9323
53617.3,42581.9,-2.55,446.4,24.9353
48872.6,48942.2,53.55,682.62,24.9415
60526.6,61008,83.3,619.38,24.9425
34925.9,56306.9,151.3,670.53,24.9425
40970.2,34308.6,31.45,458.49,24.9435
53219.1,41756.1,-4.25,534.75,24.9558
57282.9,45485.4,17,456.63,24.9558
72529.9,68842.3,34,789.57,24.9578
43040.8,61909.2,158.95,669.6,24.9619
84346.7,71797.9,19.55,940.23,24.9629
43018.7,49985.6,15133.4,766.32,24.9629
48009.9,64026.8,64.6,790.5,24.964
46191.3,47507.2,5.1,555.21,24.966
73376,51350.9,73.95,896.52,24.966
56579,46965,53.55,571.02,24.966
64734.2,83614.4,12450,874.2,24.9681
32234.4,38768,16.15,572.88,24.9691
36110.1,45769,45.05,434.31,24.9691
55290.5,87641.3,160.65,1036.95,24.9711
86512.1,64242.5,23.8,773.76,24.9711
39537.9,31483.3,57.8,293.88,24.9732
61116,79102.1,64.6,930.93,24.9752
50962.9,61786.4,10897.9,860.25,24.9773
93431.7,71875,38.25,1185.75,24.9773
46182.6,59003.9,15.3,748.65,24.9773
98596,50493.4,34,663.09,24.9793
55025.9,63766.4,85.85,745.86,24.9803
67797,67591.5,47.6,1494.51,24.9824
61562.3,41624.9,20.4,503.13,24.9854
24964,53227.6,90.1,933.72,24.9865
43620.6,61845,15634.1,6913.62,24.9865
48904.2,33515.3,3627.8,380.37,24.9895
56530.8,46190.3,45.05,550.56,25.0038
73985.1,54826.3,46.75,874.2,25.0059
74548.4,53114.2,40.8,720.75,25.0202
26367,38001.7,37.4,482.67,25.0274
51217.3,60618.3,59.5,771.9,25.0376
64336,55574.9,35.7,748.65,25.0386
70769,60362.6,257.55,885.36,25.0396
65004.4,42311.3,18.7,723.54,25.0468
51397.4,45953.2,13688.4,655.65,25.055
43769.2,53268.5,37.4,583.11,25.056
65572.4,42881.4,27.2,523.59,25.0601
43668,44020.6,199.75,562.65,25.0601
84883.9,74839.9,-0.85,1084.38,25.0642
67264.6,50780.8,17.85,611.94,25.0693
97648.7,60915,416.5,898.38,25.0693
66861.6,52254.8,22.1,657.51,25.0693
78850.7,56158.1,32.3,732.84,25.0713
59042.2,56541.2,0,686.34,25.0744
50850.7,58222.7,28.9,629.61,25.0754
94367.9,75268.6,79.05,977.43,25.0805
54974.5,52728.2,175.95,731.91,25.0897
62692.8,87025.7,120.7,996.96,25.0938
66927.2,58428.2,22.1,778.41,25.0949
63746.7,72076.9,20.4,1086.24,25.1112
25243.7,39592,14.45,368.28,25.1133
58432.4,50326,26.35,476.16,25.1245
69986.1,76928.7,51.85,815.61,25.1245
66150.6,56774.6,59.5,646.35,25.1306
50424.1,42638.6,35.7,526.38,25.1399
44209.2,75651.8,9.35,1078.8,25.147
78356.1,78901.2,164.9,830.49,25.1501
89169.7,60556.9,5.1,943.95,25.1521
74288.4,72181,112.2,1133.67,25.1542
63626.6,44301.5,51,619.38,25.1603
60243,83637.7,56326.1,6138.93,25.1634
62797.1,37913.3,5.1,385.95,25.1654
66149.9,57808.8,-9.35,688.2,25.1664
64972.8,58047.8,24.65,788.64,25.1695
36705.8,43499.8,11.9,536.61,25.1716
64298.9,53723.3,167.45,787.71,25.1716
61960.5,43670,42.5,606.36,25.1746
98080.9,74651.1,127.5,955.11,25.1767
39484.2,54991.8,21.25,900.24,25.1808
72670.5,71448.2,52.7,828.63,25.1808
49358.4,55933.9,22.1,625.89,25.1828
52214.3,73845.7,71.4,846.3,25.1889
58223,47639.2,51.85,738.42,25.19
38160.2,47639.2,-33.15,584.04,25.191
58315.4,65792.9,339.15,1281.54,25.1951
48679,50632.9,39.1,552.42,25.1981
60260.4,52244.6,29.75,835.14,25.2043
71975.3,65574.3,99.45,899.31,25.2084
46312.2,52000,3.4,517.08,25.2104
72018.8,80261.8,8.5,1023,25.2155
49064.5,49136.6,26.35,679.83,25.2176
59970.5,37861.2,55.25,473.37,25.2247
81979.1,64718.7,43.35,850.95,25.236
79439.2,46784.6,36.55,605.43,25.236
38661.8,44862.3,37.4,504.99,25.237
48000.4,71870.4,7147.65,1024.86,25.2421
59764.3,33812,28.9,351.54,25.2462
64167.8,49386.7,89.25,584.04,25.2472
81760.3,65316.7,46.75,871.41,25.2513
83487.2,59395.4,39.95,839.79,25.2523
57382.4,40314.6,50.15,469.65,25.2564
26738.3,38233.2,42.5,659.37,25.2615
76308.5,70760.9,27.2,954.18,25.2615
48537.6,54711.9,73.95,616.59,25.2636
65891.5,63545,73.95,711.45,25.2656
54250.9,60511.4,64.6,1360.59,25.2677
90803.4,82353.4,39.95,990.45,25.2718
62469.2,69831.8,41.65,610.08,25.2738
54871,51836.3,31.45,789.57,25.2759
63206.3,46187.5,136,589.62,25.2769
76344.8,49349.5,-15.3,696.57,25.283
69516.8,71039,12.75,1061.13,25.2861
57505.7,60341.2,-5.95,916.05,25.2902
37881.3,44416.8,17.85,569.16,25.2922
58895.3,48454.9,56.1,692.85,25.2932
73159.5,67957,49.3,835.14,25.2953
87703.4,72682.3,58.65,839.79,25.2963
72760.6,58226.4,-9.35,696.57,25.3096
63183.4,53349.4,5577.7,671.46,25.3137
57811.4,71513.3,58.65,972.78,25.3147
94753.4,77430.9,73.1,876.99,25.3219
61265.3,44521,77.35,553.35,25.3301
67116.8,77084,145.35,974.64,25.3311
80374.6,69272.9,120.7,831.42,25.3331
62984.3,48995.2,35.7,682.62,25.3393
48611.9,44963.6,101.15,518.94,25.3393
72454.1,67324.6,24.65,814.68,25.3433
58822.6,56503.1,6.8,810.96,25.3454
71224.8,46125.2,48.45,585.9,25.3454
55070.1,58637.4,22.1,905.82,25.3474
46700.9,65792.9,5.95,825.84,25.3495
