CTPS	CTPS
LOC100507178	LOC100507178
SLFNL1	SLFNL1
SCMH1	SCMH1
FOXO6	FOXO6
EDN2	EDN2
HIVEP3	HIVEP3
GUCA2B	GUCA2B
GUCA2A	GUCA2A
FOXJ3	FOXJ3
RIMKLA	RIMKLA
ZMYND12	ZMYND12
PPCS	PPCS
CCDC30	CCDC30
PPIH	PPIH
YBX1	YBX1
CLDN19	CLDN19
LEPRE1	LEPRE1
C1orf50	C1orf50
LOC100129924	LOC100129924
CCDC23	CCDC23
ERMAP	ERMAP
ZNF691	ZNF691
SLC2A1	SLC2A1
FLJ32224	FLJ32224
FAM183A	FAM183A
EBNA1BP2	EBNA1BP2
WDR65	WDR65
LOC100506711	LOC100506711
TMEM125	TMEM125
C1orf210	C1orf210
TIE1	TIE1
MPL	MPL
CDC20	CDC20
ELOVL1	ELOVL1
MED8	MED8
SZT2	SZT2
HYI	HYI
PTPRF	PTPRF
KDM4A	KDM4A
LOC100132774	LOC100132774
ST3GAL3	ST3GAL3
ARTN	ARTN
IPO13	IPO13
DPH2	DPH2
ATP6V0B	ATP6V0B
B4GALT2	B4GALT2
CCDC24	CCDC24
SLC6A9	SLC6A9
KLF17	KLF17
DMAP1	DMAP1
ERI3	ERI3
RNF220	RNF220
TMEM53	TMEM53
C1orf228	C1orf228
RNU5F-1	RNU5F-1
RNU5D-1	RNU5D-1
KIF2C	KIF2C
RPS8	RPS8
SNORD55	SNORD55
SNORD46	SNORD46
SNORD38A	SNORD38A
SNORD38B	SNORD38B
BEST4	BEST4
PLK3	PLK3
TCTEX1D4	TCTEX1D4
BTBD19	BTBD19
PTCH2	PTCH2
EIF2B3	EIF2B3
HECTD3	HECTD3
UROD	UROD
ZSWIM5	ZSWIM5
LOC400752	LOC400752
HPDL	HPDL
MUTYH	MUTYH
TOE1	TOE1
TESK2	TESK2
CCDC163P	CCDC163P
MMACHC	MMACHC
PRDX1	PRDX1
AKR1A1	AKR1A1
NASP	NASP
CCDC17	CCDC17
GPBP1L1	GPBP1L1
RPS15AP10	RPS15AP10
TMEM69	TMEM69
IPP	IPP
MAST2	MAST2
PIK3R3	PIK3R3
LOC100133124	LOC100133124
TSPAN1	TSPAN1
LOC100507408	LOC100507408
POMGNT1	POMGNT1
C1orf190	C1orf190
RAD54L	RAD54L
LRRC41	LRRC41
UQCRH	UQCRH
NSUN4	NSUN4
FAAH	FAAH
LOC729041	LOC729041
DMBX1	DMBX1
LOC100507423	LOC100507423
KNCN	KNCN
MKNK1	MKNK1
MOB3C	MOB3C
ATPAF1	ATPAF1
ATPAF1-AS1	ATPAF1-AS1
LOC100130197	LOC100130197
KIAA0494	KIAA0494
CYP4B1	CYP4B1
CYP4Z2P	CYP4Z2P
CYP4A11	CYP4A11
CYP4X1	CYP4X1
CYP4Z1	CYP4Z1
CYP4A22	CYP4A22
PDZK1IP1	PDZK1IP1
TAL1	TAL1
STIL	STIL
CMPK1	CMPK1
FOXE3	FOXE3
MGC12982	MGC12982
FOXD2	FOXD2
LOC388630	LOC388630
LOC100507479	LOC100507479
SKINTL	SKINTL
SLC5A9	SLC5A9
SPATA6	SPATA6
AGBL4	AGBL4
BEND5	BEND5
ELAVL4	ELAVL4
DMRTA2	DMRTA2
FAF1	FAF1
CDKN2C	CDKN2C
MIR4421	MIR4421
C1orf185	C1orf185
RNF11	RNF11
TTC39A	TTC39A
EPS15	EPS15
OSBPL9	OSBPL9
NRD1	NRD1
MIR761	MIR761
RAB3B	RAB3B
TXNDC12	TXNDC12
KTI12	KTI12
BTF3L4	BTF3L4
ZFYVE9	ZFYVE9
CC2D1B	CC2D1B
ORC1	ORC1
PRPF38A	PRPF38A
ZCCHC11	ZCCHC11
GPX7	GPX7
FAM159A	FAM159A
SELRC1	SELRC1
ZYG11B	ZYG11B
ZYG11A	ZYG11A
ECHDC2	ECHDC2
LOC100652967	LOC100652967
SCP2	SCP2
MIR1273F	MIR1273F
MIR5095	MIR5095
MIR1273G	MIR1273G
PODN	PODN
SLC1A7	SLC1A7
CPT2	CPT2
C1orf123	C1orf123
MAGOH	MAGOH
LOC100507564	LOC100507564
LRP8	LRP8
FLJ40434	FLJ40434
DMRTB1	DMRTB1
GLIS1	GLIS1
TMEM48	TMEM48
YIPF1	YIPF1
DIO1	DIO1
HSPB11	HSPB11
LRRC42	LRRC42
LDLRAD1	LDLRAD1
TMEM59	TMEM59
TCEANC2	TCEANC2
MIR4781	MIR4781
CDCP2	CDCP2
CYB5RL	CYB5RL
MRPL37	MRPL37
SSBP3	SSBP3
C1orf191	C1orf191
LOC100652978	LOC100652978
ACOT11	ACOT11
FAM151A	FAM151A
HEATR8	HEATR8
HEATR8-TTC4	HEATR8-TTC4
TTC4	TTC4
PARS2	PARS2
TTC22	TTC22
C1orf177	C1orf177
DHCR24	DHCR24
LOC100652983	LOC100652983
LOC100652980	LOC100652980
TMEM61	TMEM61
BSND	BSND
PCSK9	PCSK9
USP24	USP24
LOC100507634	LOC100507634
MIR4422	MIR4422
LOC100507652	LOC100507652
PPAP2B	PPAP2B
PRKAA2	PRKAA2
C1orf168	C1orf168
C8A	C8A
C8B	C8B
DAB1	DAB1
OMA1	OMA1
TACSTD2	TACSTD2
MYSM1	MYSM1
JUN	JUN
LOC100131060	LOC100131060
HSD52	HSD52
FGGY	FGGY
MIR4711	MIR4711
HOOK1	HOOK1
CYP2J2	CYP2J2
C1orf87	C1orf87
NFIA	NFIA
TM2D1	TM2D1
INADL	INADL
MIR3116-1	MIR3116-1
MIR3116-2	MIR3116-2
L1TD1	L1TD1
KANK4	KANK4
USP1	USP1
DOCK7	DOCK7
ANGPTL3	ANGPTL3
LOC100507664	LOC100507664
ATG4C	ATG4C
LINC00466	LINC00466
FOXD3	FOXD3
ALG6	ALG6
ITGB3BP	ITGB3BP
EFCAB7	EFCAB7
DLEU2L	DLEU2L
PGM1	PGM1
ROR1	ROR1
UBE2U	UBE2U
CACHD1	CACHD1
MIR4794	MIR4794
RAVER2	RAVER2
JAK1	JAK1
MIR3671	MIR3671
MIR101-1	MIR101-1
AK4	AK4
DNAJC6	DNAJC6
LEPROT	LEPROT
LEPR	LEPR
PDE4B	PDE4B
SGIP1	SGIP1
MIR3117	MIR3117
TCTEX1D1	TCTEX1D1
INSL5	INSL5
WDR78	WDR78
MIER1	MIER1
SLC35D1	SLC35D1
C1orf141	C1orf141
IL23R	IL23R
IL12RB2	IL12RB2
SERBP1	SERBP1
GADD45A	GADD45A
GNG12	GNG12
LOC100289178	LOC100289178
DIRAS3	DIRAS3
WLS	WLS
MIR1262	MIR1262
RPE65	RPE65
DEPDC1	DEPDC1
LRRC7	LRRC7
PIN1P1	PIN1P1
LRRC40	LRRC40
SRSF11	SRSF11
ANKRD13C	ANKRD13C
HHLA3	HHLA3
CTH	CTH
PTGER3	PTGER3
LOC100132618	LOC100132618
ZRANB2	ZRANB2
MIR186	MIR186
NEGR1	NEGR1
LRRIQ3	LRRIQ3
FPGT-TNNI3K	FPGT-TNNI3K
FPGT	FPGT
TNNI3K	TNNI3K
C1orf173	C1orf173
CRYZ	CRYZ
TYW3	TYW3
LHX8	LHX8
SLC44A5	SLC44A5
ACADM	ACADM
RABGGTB	RABGGTB
SNORD45C	SNORD45C
SNORD45A	SNORD45A
SNORD45B	SNORD45B
MSH4	MSH4
ASB17	ASB17
ST6GALNAC3	ST6GALNAC3
ST6GALNAC5	ST6GALNAC5
LOC256483	LOC256483
PIGK	PIGK
AK5	AK5
ZZZ3	ZZZ3
USP33	USP33
FAM73A	FAM73A
NEXN-AS1	NEXN-AS1
NEXN	NEXN
FUBP1	FUBP1
DNAJB4	DNAJB4
GIPC2	GIPC2
MGC27382	MGC27382
PTGFR	PTGFR
IFI44L	IFI44L
IFI44	IFI44
ELTD1	ELTD1
LPHN2	LPHN2
TTLL7	TTLL7
PRKACB	PRKACB
SAMD13	SAMD13
UOX	UOX
DNASE2B	DNASE2B
RPF1	RPF1
GNG5	GNG5
SPATA1	SPATA1
CTBS	CTBS
C1orf180	C1orf180
SSX2IP	SSX2IP
LPAR3	LPAR3
MCOLN2	MCOLN2
MCOLN3	MCOLN3
WDR63	WDR63
MIR4423	MIR4423
SYDE2	SYDE2
C1orf52	C1orf52
BCL10	BCL10
LOC646626	LOC646626
DDAH1	DDAH1
CYR61	CYR61
ZNHIT6	ZNHIT6
COL24A1	COL24A1
ODF2L	ODF2L
CLCA2	CLCA2
CLCA1	CLCA1
CLCA4	CLCA4
CLCA3P	CLCA3P
SH3GLB1	SH3GLB1
SEP15	SEP15
HS2ST1	HS2ST1
LOC339524	LOC339524
LMO4	LMO4
LOC100505768	LOC100505768
PKN2	PKN2
GTF2B	GTF2B
CCBL2	CCBL2
RBMXL1	RBMXL1
GBP3	GBP3
GBP1	GBP1
GBP2	GBP2
GBP7	GBP7
GBP4	GBP4
GBP5	GBP5
GBP6	GBP6
GBP1P1	GBP1P1
LRRC8B	LRRC8B
FLJ27354	FLJ27354
LRRC8C	LRRC8C
LRRC8D	LRRC8D
GEMIN8P4	GEMIN8P4
ZNF326	ZNF326
BARHL2	BARHL2
LOC100505821	LOC100505821
LOC149351	LOC149351
LOC100505840	LOC100505840
ZNF644	ZNF644
LOC100505857	LOC100505857
HFM1	HFM1
CDC7	CDC7
HSP90B3P	HSP90B3P
TGFBR3	TGFBR3
BRDT	BRDT
EPHX4	EPHX4
BTBD8	BTBD8
KIAA1107	KIAA1107
C1orf146	C1orf146
GLMN	GLMN
RPAP2	RPAP2
GFI1	GFI1
EVI5	EVI5
LOC100653014	LOC100653014
RPL5	RPL5
SNORD21	SNORD21
SNORA66	SNORA66
FAM69A	FAM69A
MTF2	MTF2
TMED5	TMED5
CCDC18	CCDC18
LOC100131564	LOC100131564
DR1	DR1
FNBP1L	FNBP1L
BCAR3	BCAR3
LOC100129046	LOC100129046
LOC100132240	LOC100132240
MIR760	MIR760
DNTTIP2	DNTTIP2
GCLM	GCLM
ABCA4	ABCA4
ARHGAP29	ARHGAP29
LOC100505940	LOC100505940
ABCD3	ABCD3
F3	F3
MIR378G	MIR378G
SLC44A3	SLC44A3
CNN3	CNN3
LOC729970	LOC729970
ALG14	ALG14
TMEM56	TMEM56
TMEM56-RWDD3	TMEM56-RWDD3
RWDD3	RWDD3
FLJ31662	FLJ31662
PTBP2	PTBP2
DPYD	DPYD
MIR2682	MIR2682
MIR137	MIR137
SNX7	SNX7
LPPR5	LPPR5
